borrower_id,age,employment_status,monthly_income,credit_score,loan_amount,interest_rate,loan_tenure_months,days_past_due,number_of_missed_payments,contact_response_rate,prior_collection_attempts,preferred_contact_channel,region,customer_tenure,emi_amount,last_payment_amount,outstanding_balance,repayment_status,recovered
BRW-03002,31,Unemployed,32138.36,675,18039.15,22.82,6,48,1,0.17,2,Phone,South,2,3209.78,2545.25,3429.83,Late,1
BRW-03003,22,Self-Employed,47973.26,691,50357.44,21.88,36,15,8,0.25,5,Email,West,74,1920.05,495.22,39341.51,Late,1
BRW-03004,64,Employed,49878.89,481,136326.72,20.56,12,106,4,0.11,5,SMS,Central,39,12665.12,10519.01,99344.67,Defaulted,0
BRW-03005,64,Employed,47228.22,335,281461.02,18.95,60,79,0,0.3,2,WhatsApp,North,99,7293.51,3394.99,190332.93,Late,0
BRW-03006,29,Employed,40474.0,511,386208.07,16.01,36,19,8,0.49,5,SMS,Central,33,13579.84,7160.47,374001.56,Late,0
BRW-03007,41,Retired,58996.0,433,346382.72,22.31,6,83,9,0.28,0,Phone,South,105,61544.68,60413.2,42019.61,Late,0
BRW-03008,44,Self-Employed,45953.13,790,287842.21,20.56,48,16,4,0.44,4,Phone,South,31,8845.25,3695.55,141387.12,Late,1
BRW-03009,54,Self-Employed,55548.81,737,204644.09,20.96,6,67,10,0.38,1,Phone,West,4,36222.53,11153.61,124095.5,Late,0
BRW-03010,42,Self-Employed,18393.37,345,436640.31,12.61,6,7,0,0.1,7,SMS,Central,67,75473.24,77006.68,184232.16,Late,0
BRW-03011,23,Employed,8000.0,700,235288.55,14.49,60,70,8,0.2,6,WhatsApp,Central,69,5534.71,4552.18,165301.39,Late,0
BRW-03012,32,Unemployed,49256.82,787,156633.87,19.16,48,16,8,0.54,6,SMS,South,81,4696.61,2276.33,142424.45,Late,1
BRW-03013,48,Self-Employed,23628.52,731,318374.21,13.62,36,50,9,0.53,9,WhatsApp,East,113,10822.61,6474.88,231548.8,Late,1
BRW-03014,50,Employed,41813.22,727,349136.35,15.65,24,11,9,0.25,3,Phone,East,13,17036.47,7111.53,213824.17,Late,1
BRW-03015,46,Employed,40468.54,816,205250.42,18.17,48,77,8,0.06,1,Email,Central,65,6047.48,4000.11,156822.92,Late,1
BRW-03016,41,Self-Employed,68811.01,761,23790.21,14.72,48,3,5,0.27,2,Email,Central,45,658.73,109.64,4726.35,Late,1
BRW-03017,48,Retired,50999.95,480,56124.44,20.59,6,10,9,0.21,9,SMS,North,39,9923.79,10580.06,37434.72,Late,1
BRW-03018,46,Employed,47487.89,444,424343.46,9.42,48,12,9,0.22,3,Email,South,108,10644.63,7077.16,197964.45,Late,1
BRW-03019,53,Unemployed,57554.87,564,37708.48,19.35,12,2,1,0.26,2,Email,East,87,3481.39,1609.53,14590.01,Late,1
BRW-03020,41,Unemployed,50527.46,705,300089.64,9.9,24,81,11,0.08,2,WhatsApp,West,105,13833.77,9488.75,166969.17,Late,0
BRW-03021,55,Employed,38134.85,783,100017.6,22.97,6,230,12,0.07,0,Phone,North,117,17804.04,3443.86,82440.47,Defaulted,1
BRW-03022,54,Employed,61072.14,781,122173.88,12.68,36,89,6,0.28,0,Email,East,114,4097.72,385.87,57582.16,Late,0
BRW-03023,61,Employed,28353.75,536,143933.64,20.62,36,117,1,0.03,7,Phone,South,89,5394.67,3548.35,105388.84,Defaulted,1
BRW-03024,38,Self-Employed,49848.71,824,28762.78,16.1,36,0,3,0.18,7,Phone,South,116,1012.63,85.66,18120.71,Current,1
BRW-03025,31,Employed,21786.45,638,96845.28,9.0,36,7,3,0.34,0,Phone,South,53,3079.65,2442.3,89537.33,Late,0
BRW-03026,43,Employed,48059.16,567,328744.99,17.11,36,48,9,0.35,3,Phone,East,31,11738.66,11272.52,164490.14,Late,0
BRW-03027,42,Self-Employed,47894.84,565,254371.4,22.55,6,222,6,0.72,1,Email,South,13,45226.85,53640.89,213144.92,Defaulted,1
BRW-03028,37,Self-Employed,70146.82,827,400691.25,10.09,12,64,5,0.34,0,SMS,West,1,35243.9,32533.38,343704.56,Late,1
BRW-03029,25,Employed,21525.39,391,40008.63,12.8,12,28,11,0.45,1,Email,South,98,3569.71,4172.81,20714.79,Late,1
BRW-03030,64,Employed,35986.69,547,445560.17,14.75,36,9,10,0.4,0,SMS,North,29,15391.0,409.7,240482.32,Late,0
BRW-03031,31,Employed,57340.24,318,498235.28,12.04,12,9,11,0.07,4,SMS,West,61,44276.92,29692.86,199330.37,Late,1
BRW-03032,50,Self-Employed,50029.76,689,17712.59,23.07,24,26,12,0.29,9,Phone,North,95,928.28,183.51,9671.03,Late,1
BRW-03033,35,Unemployed,47704.58,687,484143.63,13.73,12,74,11,0.39,5,Email,North,72,43408.38,12769.11,157021.56,Late,0
BRW-03034,47,Employed,30657.96,394,125572.73,18.36,48,1,9,0.12,7,WhatsApp,Central,2,3712.36,3272.23,109554.68,Late,0
BRW-03035,55,Unemployed,36137.72,729,349346.14,11.19,36,113,6,0.19,9,SMS,Central,12,11468.6,3479.47,113510.22,Defaulted,0
BRW-03036,53,Self-Employed,63675.62,336,153316.89,11.13,48,168,5,0.34,7,SMS,South,56,3972.24,857.11,50879.89,Defaulted,0
BRW-03037,40,Self-Employed,44227.36,692,265688.31,10.4,48,130,0,0.27,3,Email,West,97,6789.69,3029.66,240738.25,Defaulted,1
BRW-03038,36,Self-Employed,50630.4,590,260105.07,14.67,36,145,10,0.15,2,WhatsApp,East,94,8974.65,896.62,150586.33,Defaulted,0
BRW-03039,54,Employed,43272.18,602,186941.68,16.29,60,0,3,0.43,4,WhatsApp,Central,41,4574.91,804.24,36383.35,Current,0
BRW-03040,22,Employed,27253.72,700,361597.92,7.68,6,222,2,0.29,7,SMS,West,27,61623.46,10829.74,148671.86,Defaulted,1
BRW-03041,55,Self-Employed,59007.16,643,303821.88,21.24,60,27,6,0.28,4,Email,Central,89,8260.47,2240.8,223262.84,Late,0
BRW-03042,60,Self-Employed,52548.49,817,259055.73,15.96,12,121,12,0.56,9,WhatsApp,West,38,23499.45,24553.21,120518.91,Defaulted,1
BRW-03043,48,Self-Employed,79584.55,676,491591.26,10.09,60,12,6,0.19,6,Phone,South,114,10466.64,3708.16,236385.9,Late,1
BRW-03044,59,Employed,29766.28,464,470604.57,8.61,24,35,11,0.19,3,WhatsApp,North,97,21415.34,7037.97,258276.88,Late,1
BRW-03045,26,Retired,57338.59,312,478163.56,8.54,60,2,11,0.2,1,SMS,Central,102,9819.48,1484.57,143570.92,Late,0
BRW-03046,29,Self-Employed,25326.84,324,441848.74,11.75,60,2,10,0.24,8,Phone,North,52,9772.95,188.87,212816.09,Late,1
BRW-03047,40,Employed,47360.2,422,135026.12,15.74,6,169,3,0.16,10,WhatsApp,North,80,23548.71,4532.06,39671.73,Defaulted,1
BRW-03048,21,Employed,59647.6,428,181488.26,21.69,24,99,6,0.31,9,WhatsApp,East,120,9387.52,8144.29,75439.34,Defaulted,0
BRW-03049,28,Unemployed,13917.97,846,123216.76,22.4,60,45,3,0.25,1,WhatsApp,East,32,3431.19,3993.27,71358.88,Late,0
BRW-03050,43,Unemployed,41926.01,608,493226.67,21.23,36,44,8,0.38,1,SMS,South,88,18640.64,16638.2,357269.36,Late,1
BRW-03051,23,Employed,36551.85,735,84804.32,12.92,12,82,2,0.46,7,Phone,West,2,7571.31,7752.06,56864.04,Late,1
BRW-03052,24,Unemployed,34470.64,481,189590.76,12.56,60,25,9,0.29,9,SMS,South,66,4271.19,4032.41,117161.82,Late,0
BRW-03053,45,Employed,50778.19,342,107531.77,23.79,6,85,1,0.43,5,WhatsApp,West,20,19185.86,6816.02,68388.11,Late,0
BRW-03054,58,Employed,61810.29,703,119492.37,18.74,36,39,4,0.5,4,Email,East,57,4364.42,3829.67,66896.09,Late,0
BRW-03055,35,Unemployed,43000.82,562,131073.06,12.53,6,60,8,0.28,2,Phone,South,62,22650.78,20401.66,85610.69,Late,0
BRW-03056,41,Unemployed,48082.3,369,323438.63,12.93,48,196,10,0.63,6,Email,West,91,8665.82,2688.8,141655.41,Defaulted,1
BRW-03057,55,Self-Employed,46714.63,591,47264.19,14.67,60,38,2,0.36,7,SMS,East,86,1116.24,1233.2,42986.92,Late,1
BRW-03058,34,Unemployed,45027.05,513,290539.64,17.76,12,32,0,0.4,8,Phone,West,103,26603.5,31858.67,183477.04,Late,0
BRW-03059,56,Employed,28659.86,446,411450.26,22.32,12,140,8,0.01,10,Phone,South,48,38572.83,25980.99,387969.73,Defaulted,0
BRW-03060,32,Unemployed,61626.67,324,385596.65,10.77,36,138,4,0.16,1,WhatsApp,Central,83,12581.98,4780.07,178964.6,Defaulted,1
BRW-03061,37,Employed,49427.93,622,84074.13,8.89,36,276,1,0.39,7,SMS,Central,7,2669.23,1145.45,38259.05,Defaulted,0
BRW-03062,59,Employed,50923.22,408,458218.55,14.19,36,47,5,0.66,4,WhatsApp,South,67,15703.14,10975.43,443792.86,Late,1
BRW-03063,29,Employed,32902.36,550,387344.29,11.55,12,25,2,0.07,0,WhatsApp,North,50,34333.58,320.53,292890.52,Late,0
BRW-03064,55,Employed,38111.69,781,12598.23,17.0,60,16,8,0.3,9,SMS,Central,34,313.1,115.85,7141.5,Late,1
BRW-03065,33,Employed,42357.99,474,371313.08,19.04,48,2,2,0.29,6,WhatsApp,Central,105,11110.14,653.33,277243.0,Late,1
BRW-03066,35,Employed,21988.13,646,371336.62,12.63,12,77,1,0.44,6,SMS,Central,87,33102.35,24794.18,169719.86,Late,0
BRW-03067,38,Employed,19679.49,469,253439.88,18.81,36,15,2,0.51,9,Email,North,69,9265.77,6716.43,198424.9,Late,0
BRW-03068,53,Employed,35988.78,301,32531.38,13.16,24,55,5,0.31,2,WhatsApp,East,107,1549.05,1098.68,9389.22,Late,0
BRW-03069,26,Self-Employed,52837.81,661,294153.91,17.98,60,147,2,0.28,10,Phone,East,67,7466.38,1352.82,281149.91,Defaulted,1
BRW-03070,47,Employed,35202.94,595,385215.91,17.95,48,177,8,0.47,2,Phone,North,88,11305.66,12814.64,198297.23,Defaulted,1
BRW-03071,43,Employed,29717.92,501,142728.29,12.09,12,0,8,0.06,3,Email,North,91,12687.25,8133.47,26207.17,Current,0
BRW-03072,47,Self-Employed,32779.72,588,336863.43,17.99,24,22,8,0.58,4,Phone,South,34,16815.98,11216.84,289874.86,Late,0
BRW-03073,54,Unemployed,38169.86,361,183423.84,13.79,60,108,1,0.29,4,Email,South,115,4248.01,2774.42,165984.37,Defaulted,1
BRW-03074,58,Unemployed,39692.12,801,291188.87,13.05,48,45,6,0.35,4,Email,South,43,7819.1,4920.53,220418.99,Late,0
BRW-03075,34,Employed,77482.82,425,198437.22,12.27,12,98,11,0.23,5,WhatsApp,East,21,17655.98,19882.64,132304.76,Defaulted,0
BRW-03076,56,Self-Employed,60819.31,348,158843.12,13.2,60,114,1,0.19,0,SMS,West,12,3630.45,2622.74,148609.98,Defaulted,0
BRW-03077,28,Employed,60371.61,478,429398.09,20.48,60,34,0,0.13,6,Email,Central,32,11491.41,6689.73,283338.48,Late,1
BRW-03078,55,Employed,62528.71,792,379380.75,11.55,36,26,4,0.65,3,Phone,South,47,12519.49,11514.6,308161.02,Late,0
BRW-03079,39,Employed,30017.69,732,179270.08,18.75,12,36,10,0.23,4,Phone,Central,113,16499.54,4978.82,93959.16,Late,0
BRW-03080,50,Unemployed,26664.53,601,222969.5,22.36,60,63,10,0.66,7,SMS,North,86,6203.9,1429.45,168227.19,Late,0
BRW-03081,34,Employed,28396.95,468,348934.67,13.28,48,27,7,0.2,7,WhatsApp,East,98,9409.61,4959.38,348615.1,Late,1
BRW-03082,40,Employed,65017.59,568,407428.6,7.99,36,88,2,0.21,4,Phone,South,87,12765.45,240.28,181002.03,Late,1
BRW-03083,45,Employed,36792.12,663,345327.22,7.91,60,139,6,0.43,10,WhatsApp,West,55,6987.13,2461.01,258337.92,Defaulted,1
BRW-03084,60,Unemployed,26229.66,399,275056.47,9.8,6,19,5,0.17,2,Email,East,65,47161.96,23773.84,64363.97,Late,1
BRW-03085,44,Self-Employed,38535.06,514,477649.06,9.32,24,197,10,0.4,9,Phone,North,68,21891.47,15202.28,320783.73,Defaulted,1
BRW-03086,34,Employed,41420.92,396,389330.37,19.84,60,58,12,0.03,7,Email,Central,17,10280.24,6701.11,152072.13,Late,1
BRW-03087,46,Self-Employed,49026.2,847,66640.01,12.37,36,125,0,0.28,1,Phone,East,26,2225.2,981.05,58639.03,Defaulted,1
BRW-03088,58,Self-Employed,48764.27,636,283488.16,18.27,36,6,11,0.16,8,Phone,Central,95,10287.21,4237.46,120107.02,Late,0
BRW-03089,43,Self-Employed,32577.29,658,210682.75,8.2,48,17,6,0.07,5,SMS,South,103,5163.18,8.17,105474.06,Late,0
BRW-03090,42,Employed,55284.85,589,399518.46,12.38,60,23,2,0.22,9,Email,North,101,8963.98,9477.93,392438.71,Late,1
BRW-03091,39,Unemployed,35412.1,695,31884.89,11.36,60,21,3,0.56,3,SMS,West,104,698.99,193.99,9368.86,Late,1
BRW-03092,23,Employed,42655.85,659,211254.55,12.07,48,11,9,0.08,3,SMS,East,33,5570.41,2393.07,128502.94,Late,1
BRW-03093,62,Self-Employed,55301.61,646,165955.39,10.65,24,120,1,0.28,2,SMS,Central,64,7707.88,187.35,145606.36,Defaulted,0
BRW-03094,39,Employed,35372.68,423,79181.13,17.7,48,32,10,0.16,10,SMS,North,92,2313.55,2656.45,30353.62,Late,0
BRW-03095,29,Employed,36459.73,837,195614.02,18.43,36,194,0,0.18,4,WhatsApp,North,10,7114.18,4222.17,22250.28,Defaulted,1
BRW-03096,48,Employed,53875.02,721,339672.14,9.95,24,52,4,0.18,5,WhatsApp,South,100,15666.31,437.51,307983.05,Late,1
BRW-03097,40,Self-Employed,32134.0,635,187222.16,19.73,24,8,5,0.24,9,WhatsApp,East,46,9504.15,2864.86,123130.19,Late,1
BRW-03098,65,Employed,39228.12,802,294203.22,11.63,12,47,10,0.12,2,Email,South,73,26088.7,27526.58,90432.96,Late,1
BRW-03099,27,Unemployed,53336.13,356,300477.78,12.17,36,283,1,0.2,8,WhatsApp,South,90,10004.58,4510.48,104776.96,Defaulted,0
BRW-03100,34,Employed,75811.39,375,297684.45,21.18,36,49,9,0.05,7,Email,South,113,11242.81,9301.02,243990.67,Late,1
BRW-03101,29,Self-Employed,54081.07,765,269470.62,22.37,48,0,5,0.42,5,Phone,North,110,8544.18,6293.82,182670.95,Current,1
BRW-03102,39,Unemployed,52089.6,584,67324.24,21.11,36,160,5,0.11,4,WhatsApp,Central,51,2540.25,1438.61,51122.02,Defaulted,1
BRW-03103,34,Self-Employed,52962.02,685,117043.4,9.94,60,16,7,0.21,10,Phone,Central,34,2483.37,2483.03,72508.4,Late,1
BRW-03104,58,Self-Employed,28902.15,558,402032.87,23.99,48,69,7,0.35,2,WhatsApp,West,14,13104.79,634.6,326063.32,Late,1
BRW-03105,56,Self-Employed,46733.95,776,256159.09,18.59,36,43,5,0.78,2,SMS,West,41,9336.76,10222.9,214907.17,Late,1
BRW-03106,60,Employed,44553.5,310,355977.39,15.93,60,23,6,0.07,7,WhatsApp,Central,90,8643.44,7447.76,159551.59,Late,0
BRW-03107,37,Unemployed,49823.77,559,289255.45,23.25,12,19,3,0.1,5,Email,South,101,27247.0,28240.33,263472.78,Late,0
BRW-03108,50,Employed,46747.62,692,28958.22,20.99,36,156,4,0.77,9,Phone,North,95,1090.85,22.16,16062.53,Defaulted,0
BRW-03109,29,Self-Employed,50695.5,668,400144.75,18.91,12,144,5,0.18,10,SMS,South,111,36858.79,3750.51,97694.94,Defaulted,1
BRW-03110,53,Self-Employed,40327.99,483,41518.86,21.33,36,43,5,0.05,5,WhatsApp,South,38,1571.27,388.19,12315.62,Late,0
BRW-03111,45,Employed,45879.13,315,472155.29,13.86,36,17,2,0.31,3,SMS,South,48,16105.06,11471.2,359046.85,Late,0
BRW-03112,34,Employed,26582.57,805,115534.69,18.79,6,6,8,0.24,2,Phone,East,43,20324.74,2254.12,50789.83,Late,1
BRW-03113,31,Employed,40201.39,385,261079.01,10.64,60,10,3,0.27,5,Email,East,28,5629.73,6293.23,87773.64,Late,0
BRW-03114,55,Unemployed,65862.5,309,41158.14,23.8,36,44,7,0.23,0,WhatsApp,South,120,1610.43,1446.67,26517.98,Late,0
BRW-03115,61,Retired,49782.13,776,448516.87,17.22,12,22,12,0.24,10,Phone,West,41,40953.71,39688.88,360626.93,Late,1
BRW-03116,34,Self-Employed,44686.18,463,490170.72,20.93,24,2,3,0.6,4,Phone,West,108,25170.89,17635.23,97202.72,Late,1
BRW-03117,50,Self-Employed,73441.85,323,81683.33,14.22,12,36,5,0.2,6,Email,Central,104,7342.57,5559.34,41185.83,Late,1
BRW-03118,61,Retired,24587.48,611,154935.41,20.02,60,81,0,0.07,0,Phone,North,56,4106.57,1089.35,123068.82,Late,0
BRW-03119,24,Employed,28358.17,537,17778.47,13.89,36,132,1,0.43,9,SMS,East,81,606.68,662.52,16236.47,Defaulted,0
BRW-03120,24,Employed,70690.67,761,395613.09,17.24,48,52,5,0.08,3,WhatsApp,South,76,11464.61,8927.51,44385.93,Late,1
BRW-03121,48,Self-Employed,45689.41,761,162617.52,20.34,6,76,2,0.18,1,Phone,East,91,28733.32,14403.67,112284.29,Late,1
BRW-03122,28,Unemployed,41361.25,537,298530.36,9.42,48,27,10,0.4,0,WhatsApp,Central,65,7488.62,7923.01,190353.17,Late,1
BRW-03123,22,Unemployed,27011.94,321,29217.07,13.39,6,40,6,0.33,0,WhatsApp,West,104,5061.44,5246.62,16535.89,Late,1
BRW-03124,61,Employed,51715.44,479,360575.53,16.49,6,78,0,0.09,6,Email,West,60,63019.15,40.78,88044.38,Late,0
BRW-03125,42,Employed,53166.9,798,269407.94,13.01,48,77,2,0.11,5,WhatsApp,North,97,7228.88,8022.65,206799.94,Late,0
BRW-03126,61,Employed,28582.58,774,365240.32,12.6,60,33,2,0.26,6,Email,North,13,8235.74,3591.71,165642.47,Late,1
BRW-03127,36,Employed,42895.87,638,396886.51,12.15,36,46,11,0.4,0,Phone,Central,69,13210.76,6692.26,123496.23,Late,1
BRW-03128,49,Employed,39967.26,830,53729.0,11.26,12,152,0,0.55,9,Phone,North,52,4755.18,486.82,46476.8,Defaulted,1
BRW-03129,50,Unemployed,48839.66,461,293265.14,21.51,48,59,3,0.24,2,Phone,Central,101,9161.8,9648.22,110363.6,Late,1
BRW-03130,32,Employed,28211.25,360,328472.58,22.74,24,61,7,0.47,6,WhatsApp,East,104,17160.82,11103.83,91503.92,Late,1
BRW-03131,55,Unemployed,63779.21,384,263192.19,19.05,6,91,10,0.5,9,WhatsApp,South,43,46334.62,50358.55,100234.61,Defaulted,1
BRW-03132,31,Employed,58737.36,846,99380.61,7.99,12,7,6,0.38,9,SMS,West,92,8644.5,8099.71,26131.88,Late,1
BRW-03133,41,Self-Employed,39552.37,789,399842.67,20.47,24,44,6,0.07,8,WhatsApp,South,88,20442.24,22028.1,319692.53,Late,1
BRW-03134,41,Employed,41753.72,304,498754.58,16.28,12,188,4,0.18,5,Email,East,84,45318.54,51568.44,131602.94,Defaulted,0
BRW-03135,25,Employed,42953.67,375,484942.42,20.01,36,26,12,0.2,7,SMS,North,40,18024.67,19161.76,361282.74,Late,1
BRW-03136,40,Employed,33325.37,552,390989.49,14.72,24,20,3,0.48,8,WhatsApp,West,42,18905.8,4760.52,96281.33,Late,1
BRW-03137,57,Retired,38348.56,306,214872.78,8.18,60,54,9,0.26,6,SMS,North,37,4375.38,368.12,65251.66,Late,0
BRW-03138,23,Unemployed,40945.94,772,175277.24,18.75,60,14,5,0.56,8,WhatsApp,South,84,4522.71,3366.27,71560.07,Late,1
BRW-03139,64,Employed,69193.03,437,43587.44,14.83,48,48,1,0.47,10,WhatsApp,North,23,1209.32,225.02,41628.38,Late,0
BRW-03140,53,Employed,59199.27,657,213980.29,21.92,12,10,0,0.44,9,SMS,Central,67,20019.11,20734.35,197382.82,Late,1
BRW-03141,29,Retired,59019.82,462,86463.81,19.68,60,51,12,0.3,3,Email,South,69,2275.39,2587.0,15269.87,Late,1
BRW-03142,29,Employed,50548.88,617,134624.01,13.43,60,55,6,0.2,8,Email,North,79,3092.83,450.11,54151.25,Late,0
BRW-03143,24,Employed,28240.09,757,447024.52,19.45,48,32,12,0.27,8,WhatsApp,South,110,13472.47,3812.81,184044.54,Late,1
BRW-03144,55,Self-Employed,44377.63,552,484577.56,15.67,48,28,3,0.45,1,SMS,North,117,13651.3,10242.16,140724.99,Late,1
BRW-03145,37,Retired,59557.33,500,474793.91,10.79,60,16,6,0.37,10,Email,North,69,10273.52,8941.14,233624.81,Late,0
BRW-03146,54,Employed,26126.03,831,104744.29,14.43,12,24,5,0.16,8,Email,South,98,9425.89,5794.8,80987.84,Late,1
BRW-03147,44,Employed,54548.3,464,451438.16,11.17,12,41,10,0.06,2,Email,East,103,39934.66,17684.62,85505.57,Late,0
BRW-03148,52,Retired,79839.14,531,79337.6,7.58,6,17,8,0.28,10,Phone,South,58,13516.8,4963.77,55892.24,Late,0
BRW-03149,21,Employed,60927.25,627,258753.5,11.57,6,91,11,0.28,6,Email,West,103,44592.53,35636.64,86601.47,Defaulted,1
BRW-03150,28,Employed,66210.44,537,325395.05,10.96,24,73,9,0.35,10,WhatsApp,West,120,15159.92,13544.99,220681.55,Late,0
BRW-03151,65,Self-Employed,48275.08,419,236608.77,7.57,24,18,5,0.31,2,WhatsApp,East,46,10654.83,3693.0,168868.67,Late,1
BRW-03152,43,Unemployed,59518.98,549,476400.34,20.43,24,6,2,0.33,10,Email,North,87,24346.97,9524.41,359836.47,Late,1
BRW-03153,60,Employed,34232.2,635,173274.23,8.77,6,0,6,0.49,4,Email,South,47,29622.22,16353.86,151708.29,Current,0
BRW-03154,32,Retired,56937.96,583,268415.05,14.91,48,54,8,0.47,1,SMS,North,17,7457.95,4029.23,244165.84,Late,1
BRW-03155,32,Self-Employed,54815.82,497,46970.47,14.4,60,14,10,0.32,9,Phone,North,9,1102.69,1115.02,36788.08,Late,0
BRW-03156,35,Employed,49348.67,715,427590.04,10.49,36,0,9,0.42,9,WhatsApp,West,68,13895.7,7285.4,227900.54,Current,1
BRW-03157,61,Retired,64740.11,694,212548.06,23.45,36,26,11,0.22,2,Phone,South,94,8277.61,9718.67,29706.66,Late,0
BRW-03158,39,Employed,36918.23,450,353260.74,17.46,60,192,11,0.32,9,SMS,Central,112,8867.05,3308.79,333265.04,Defaulted,1
BRW-03159,46,Employed,42194.14,564,344300.36,20.92,12,69,12,0.46,3,Email,West,78,32045.89,26642.47,220763.57,Late,0
BRW-03160,49,Self-Employed,46431.93,519,341368.82,15.69,6,116,5,0.34,9,Email,North,30,59526.63,54212.3,198374.17,Defaulted,0
BRW-03161,42,Employed,29555.84,515,258399.76,19.43,12,9,6,0.03,5,Phone,North,95,23866.3,18054.49,81534.71,Late,1
BRW-03162,60,Employed,48403.98,614,145984.21,23.5,36,4,7,0.25,10,WhatsApp,Central,61,5689.12,2505.81,104497.33,Late,0
BRW-03163,41,Employed,19216.04,515,316296.33,13.25,12,0,3,0.74,5,Email,North,65,28287.84,8738.07,314796.41,Current,0
BRW-03164,58,Employed,60704.32,634,481277.84,15.82,6,183,4,0.05,2,Phone,East,58,83954.53,60878.67,191079.92,Defaulted,0
BRW-03165,40,Unemployed,45699.56,658,418635.14,15.99,6,21,3,0.34,2,SMS,Central,27,73062.43,57745.43,343122.58,Late,1
BRW-03166,49,Self-Employed,37186.61,460,63296.43,23.87,6,36,0,0.3,8,Phone,North,66,11295.92,3492.1,22913.98,Late,0
BRW-03167,24,Retired,32484.4,810,21361.83,11.35,36,30,5,0.39,9,Phone,West,45,702.9,283.82,11513.13,Late,1
BRW-03168,27,Employed,41481.31,456,254495.96,18.64,6,78,6,0.51,1,WhatsApp,West,40,44751.63,46294.47,74302.03,Late,0
BRW-03169,48,Employed,55323.9,461,390156.38,9.78,24,22,1,0.14,3,Phone,East,61,17964.15,17472.2,219075.24,Late,1
BRW-03170,48,Employed,53216.08,341,163812.25,22.8,24,45,5,0.38,4,Phone,Central,120,8563.13,1888.49,84096.41,Late,1
BRW-03171,24,Employed,34416.93,479,353606.76,17.24,60,299,10,0.12,7,Phone,Central,41,8833.74,9894.03,47745.53,Defaulted,0
BRW-03172,42,Employed,32309.4,602,466641.42,21.68,6,35,1,0.36,7,WhatsApp,North,74,82764.82,62374.83,207013.8,Late,1
BRW-03173,32,Unemployed,54853.48,629,234902.41,22.27,24,47,9,0.21,5,SMS,North,88,12217.65,7283.01,36750.52,Late,1
BRW-03174,65,Retired,34164.79,728,129638.23,16.69,6,41,12,0.07,1,WhatsApp,South,84,22670.26,5464.38,65540.3,Late,0
BRW-03175,23,Retired,45898.65,649,459701.35,18.75,36,96,4,0.32,9,Email,East,42,16792.77,14714.4,451497.6,Defaulted,1
BRW-03176,42,Employed,46856.32,419,241409.34,19.03,24,18,0,0.39,9,Email,Central,62,12172.63,13450.2,87795.56,Late,0
BRW-03177,64,Unemployed,49680.93,374,209841.26,15.1,36,11,2,0.31,0,Phone,North,119,7284.5,567.74,118366.37,Late,1
BRW-03178,22,Employed,57874.06,422,183147.17,14.67,24,83,3,0.08,6,Email,Central,80,8851.5,5531.25,39775.3,Late,1
BRW-03179,44,Employed,26055.56,481,217278.31,10.57,48,32,3,0.15,9,WhatsApp,East,105,5570.41,5863.18,51837.25,Late,0
BRW-03180,54,Unemployed,16332.61,556,340092.35,13.83,48,145,1,0.62,0,Phone,West,38,9264.55,10589.64,142812.44,Defaulted,1
BRW-03181,47,Self-Employed,36488.29,568,222522.62,23.85,60,61,7,0.17,10,WhatsApp,East,60,6382.16,552.49,120332.16,Late,0
BRW-03182,61,Employed,72022.93,792,168869.71,11.95,60,49,5,0.08,2,Email,Central,118,3752.15,3561.79,123489.03,Late,1
BRW-03183,21,Employed,75332.61,479,374382.46,20.08,60,4,8,0.2,8,Email,North,108,9935.52,3355.1,191318.21,Late,0
BRW-03184,28,Employed,72467.66,448,109456.0,8.48,36,78,5,0.25,5,WhatsApp,Central,49,3454.24,2244.58,13347.81,Late,1
BRW-03185,43,Self-Employed,42105.28,817,108947.53,15.21,24,69,2,0.34,7,WhatsApp,South,106,5293.38,4978.31,37463.02,Late,0
BRW-03186,58,Employed,18268.27,447,351253.41,8.46,48,61,11,0.41,8,Email,East,107,8651.17,5659.26,42956.88,Late,0
BRW-03187,26,Retired,9854.41,308,434686.2,15.35,6,18,1,0.19,6,Email,South,105,75725.6,10001.22,402583.56,Late,0
BRW-03188,42,Employed,35789.43,477,128193.31,7.95,12,173,8,0.24,7,WhatsApp,Central,18,11148.37,7900.2,16169.22,Defaulted,0
BRW-03189,45,Employed,42028.9,694,103651.24,17.62,48,23,2,0.32,3,WhatsApp,Central,99,3024.21,427.54,14991.22,Late,0
BRW-03190,38,Employed,64509.38,630,338449.88,17.18,48,9,5,0.38,4,SMS,South,94,9797.53,4084.91,124701.16,Late,1
BRW-03191,37,Self-Employed,58017.08,355,314193.24,20.66,6,251,9,0.35,6,WhatsApp,North,101,55565.88,37222.32,210225.42,Defaulted,0
BRW-03192,32,Employed,48411.08,506,229153.65,17.12,48,81,1,0.29,8,Phone,North,5,6626.47,7883.5,96739.77,Late,1
BRW-03193,26,Self-Employed,31652.33,404,56971.71,22.78,48,32,6,0.45,7,WhatsApp,East,101,1819.17,1586.89,8853.93,Late,1
BRW-03194,46,Unemployed,30588.31,846,54974.86,20.42,48,162,0,0.33,6,Phone,South,11,1685.23,613.36,46873.0,Defaulted,1
BRW-03195,47,Retired,48811.92,654,390897.48,9.69,60,5,8,0.38,3,SMS,East,4,8245.92,8673.58,285432.74,Late,1
