borrower_id,default_probability,repayment_probability,risk_tier,priority_score
BRW-13546,0.2829,0.7171,Low Risk,18.73
BRW-13547,0.1044,0.8956,Low Risk,5.55
BRW-13548,0.1201,0.8799,Low Risk,0.0
BRW-13549,0.3116,0.6884,Medium Risk,28.97
BRW-13550,0.081,0.919,Low Risk,0.0
BRW-13551,0.1782,0.8218,Low Risk,0.0
BRW-13552,0.1402,0.8598,Low Risk,0.0
BRW-13553,0.3575,0.6425,Medium Risk,42.57
BRW-13554,0.0941,0.9059,Low Risk,0.0
BRW-13555,0.1654,0.8346,Low Risk,25.1
BRW-13556,0.0512,0.9488,Low Risk,0.0
BRW-13557,0.2987,0.7013,Low Risk,0.0
BRW-13558,0.1018,0.8982,Low Risk,0.0
BRW-13559,0.3958,0.6042,Medium Risk,0.0
BRW-13560,0.1036,0.8964,Low Risk,0.0
BRW-13561,0.4035,0.5965,Medium Risk,0.0
BRW-13562,0.8005,0.1995,Very High Risk,88.01
BRW-13563,0.1219,0.8781,Low Risk,0.0
BRW-13564,0.32,0.68,Medium Risk,0.0
BRW-13565,0.4483,0.5517,Medium Risk,34.64
BRW-13566,0.0769,0.9231,Low Risk,0.0
BRW-13567,0.1682,0.8318,Low Risk,0.0
BRW-13568,0.0491,0.9509,Low Risk,0.0
BRW-13569,0.106,0.894,Low Risk,18.02
BRW-13570,0.5536,0.4464,Medium Risk,54.59
BRW-13571,0.6349,0.3651,High Risk,23.93
BRW-13572,0.1367,0.8633,Low Risk,0.0
BRW-13573,0.1444,0.8556,Low Risk,0.0
BRW-13574,0.1131,0.8869,Low Risk,0.0
BRW-13575,0.09,0.91,Low Risk,6.71
BRW-13576,0.8319,0.1681,Very High Risk,54.45
BRW-13577,0.1649,0.8351,Low Risk,4.33
BRW-13578,0.532,0.468,Medium Risk,12.08
BRW-13579,0.3472,0.6528,Medium Risk,0.0
BRW-13580,0.1386,0.8614,Low Risk,25.2
BRW-13581,0.1197,0.8803,Low Risk,2.3
BRW-13582,0.2465,0.7535,Low Risk,0.0
BRW-13583,0.1188,0.8812,Low Risk,19.93
BRW-13584,0.2688,0.7312,Low Risk,9.22
BRW-13585,0.4579,0.5421,Medium Risk,78.29
BRW-13586,0.0555,0.9445,Low Risk,0.0
BRW-13587,0.0863,0.9137,Low Risk,0.0
BRW-13588,0.1069,0.8931,Low Risk,9.22
BRW-13589,0.1319,0.8681,Low Risk,12.82
BRW-13590,0.1048,0.8952,Low Risk,20.99
BRW-13591,0.1225,0.8775,Low Risk,0.0
BRW-13592,0.0892,0.9108,Low Risk,22.96
BRW-13593,0.1684,0.8316,Low Risk,22.1
BRW-13594,0.1103,0.8897,Low Risk,0.0
BRW-13595,0.1485,0.8515,Low Risk,23.68
BRW-13596,0.1509,0.8491,Low Risk,20.4
BRW-13597,0.1242,0.8758,Low Risk,0.0
BRW-13598,0.3623,0.6377,Medium Risk,13.83
BRW-13599,0.2732,0.7268,Low Risk,0.0
BRW-13600,0.1045,0.8955,Low Risk,0.0
BRW-13601,0.1184,0.8816,Low Risk,7.77
BRW-13602,0.1034,0.8966,Low Risk,0.0
BRW-13603,0.1164,0.8836,Low Risk,0.0
BRW-13604,0.1572,0.8428,Low Risk,22.17
BRW-13605,0.8302,0.1698,Very High Risk,76.66
BRW-13606,0.8253,0.1747,Very High Risk,87.03
BRW-13607,0.1034,0.8966,Low Risk,2.02
BRW-13608,0.0528,0.9472,Low Risk,5.89
BRW-13609,0.0424,0.9576,Low Risk,0.0
BRW-13610,0.0698,0.9302,Low Risk,4.0
BRW-13611,0.0395,0.9605,Low Risk,0.0
BRW-13612,0.062,0.938,Low Risk,10.24
BRW-13613,0.1672,0.8328,Low Risk,19.07
BRW-13614,0.259,0.741,Low Risk,25.14
BRW-13615,0.0654,0.9346,Low Risk,0.0
BRW-13616,0.1598,0.8402,Low Risk,0.0
BRW-13617,0.1289,0.8711,Low Risk,17.45
BRW-13618,0.166,0.834,Low Risk,22.1
BRW-13619,0.14,0.86,Low Risk,2.11
BRW-13620,0.3323,0.6677,Medium Risk,55.28
BRW-13621,0.1435,0.8565,Low Risk,0.0
BRW-13622,0.0585,0.9415,Low Risk,0.0
BRW-13623,0.1309,0.8691,Low Risk,27.99
BRW-13624,0.7855,0.2145,High Risk,66.78
BRW-13625,0.0976,0.9024,Low Risk,0.0
BRW-13626,0.0715,0.9285,Low Risk,0.0
BRW-13627,0.1611,0.8389,Low Risk,0.0
BRW-13628,0.4186,0.5814,Medium Risk,73.59
BRW-13629,0.1579,0.8421,Low Risk,0.0
BRW-13630,0.1233,0.8767,Low Risk,20.31
BRW-13631,0.07,0.93,Low Risk,9.04
BRW-13632,0.1543,0.8457,Low Risk,20.86
BRW-13633,0.0515,0.9485,Low Risk,0.0
BRW-13634,0.1925,0.8075,Low Risk,38.42
BRW-13635,0.1335,0.8665,Low Risk,23.57
BRW-13636,0.6175,0.3825,High Risk,84.67
BRW-13637,0.249,0.751,Low Risk,0.0
BRW-13638,0.1477,0.8523,Low Risk,39.68
BRW-13639,0.0974,0.9026,Low Risk,23.5
BRW-13640,0.8298,0.1702,Very High Risk,78.33
BRW-13641,0.7615,0.2385,High Risk,71.03
BRW-13642,0.1895,0.8105,Low Risk,0.0
BRW-13643,0.0362,0.9638,Low Risk,0.0
BRW-13644,0.0699,0.9301,Low Risk,0.0
BRW-13645,0.134,0.866,Low Risk,21.3
BRW-13646,0.0628,0.9372,Low Risk,6.65
BRW-13647,0.2092,0.7908,Low Risk,0.0
BRW-13648,0.4043,0.5957,Medium Risk,1.39
BRW-13649,0.0973,0.9027,Low Risk,11.82
BRW-13650,0.068,0.932,Low Risk,0.0
BRW-13651,0.2672,0.7328,Low Risk,0.0
BRW-13652,0.1846,0.8154,Low Risk,0.0
BRW-13653,0.0508,0.9492,Low Risk,0.29
BRW-13654,0.524,0.476,Medium Risk,71.04
BRW-13655,0.1037,0.8963,Low Risk,8.88
BRW-13656,0.8479,0.1521,Very High Risk,82.67
BRW-13657,0.1316,0.8684,Low Risk,40.05
BRW-13658,0.1298,0.8702,Low Risk,21.51
BRW-13659,0.0801,0.9199,Low Risk,0.0
BRW-13660,0.0648,0.9352,Low Risk,0.71
BRW-13661,0.0863,0.9137,Low Risk,0.0
BRW-13662,0.0321,0.9679,Low Risk,0.0
BRW-13663,0.0862,0.9138,Low Risk,25.03
BRW-13664,0.1547,0.8453,Low Risk,0.0
BRW-13665,0.2039,0.7961,Low Risk,0.0
BRW-13666,0.2043,0.7957,Low Risk,30.76
BRW-13667,0.1151,0.8849,Low Risk,21.81
BRW-13668,0.1236,0.8764,Low Risk,0.0
BRW-13669,0.1015,0.8985,Low Risk,23.83
BRW-13670,0.1265,0.8735,Low Risk,0.0
BRW-13671,0.196,0.804,Low Risk,0.0
BRW-13672,0.0815,0.9185,Low Risk,15.67
BRW-13673,0.1878,0.8122,Low Risk,0.0
BRW-13674,0.1758,0.8242,Low Risk,20.86
BRW-13675,0.6288,0.3712,High Risk,57.78
BRW-13676,0.0966,0.9034,Low Risk,17.38
BRW-13677,0.586,0.414,Medium Risk,61.36
BRW-13678,0.1353,0.8647,Low Risk,17.77
BRW-13679,0.2064,0.7936,Low Risk,27.04
BRW-13680,0.6132,0.3868,High Risk,75.78
BRW-13681,0.6477,0.3523,High Risk,50.3
BRW-13682,0.0925,0.9075,Low Risk,0.0
BRW-13683,0.037,0.963,Low Risk,0.0
BRW-13684,0.0907,0.9093,Low Risk,0.0
BRW-13685,0.2359,0.7641,Low Risk,0.0
BRW-13686,0.1213,0.8787,Low Risk,0.0
BRW-13687,0.1126,0.8874,Low Risk,0.0
BRW-13688,0.1136,0.8864,Low Risk,0.0
BRW-13689,0.0769,0.9231,Low Risk,16.91
BRW-13690,0.7911,0.2089,High Risk,79.07
BRW-13691,0.1325,0.8675,Low Risk,19.3
BRW-13692,0.042,0.958,Low Risk,0.0
BRW-13693,0.1475,0.8525,Low Risk,28.64
BRW-13694,0.1264,0.8736,Low Risk,20.08
BRW-13695,0.0523,0.9477,Low Risk,0.0
BRW-13696,0.4953,0.5047,Medium Risk,73.62
BRW-13697,0.788,0.212,High Risk,88.28
BRW-13698,0.107,0.893,Low Risk,0.0
BRW-13699,0.0721,0.9279,Low Risk,0.0
BRW-13700,0.1272,0.8728,Low Risk,0.0
BRW-13701,0.1547,0.8453,Low Risk,18.75
BRW-13702,0.066,0.934,Low Risk,0.0
BRW-13703,0.2543,0.7457,Low Risk,0.0
BRW-13704,0.099,0.901,Low Risk,0.0
BRW-13705,0.0405,0.9595,Low Risk,0.0
BRW-13706,0.167,0.833,Low Risk,25.26
BRW-13707,0.1523,0.8477,Low Risk,25.67
BRW-13708,0.0909,0.9091,Low Risk,0.0
BRW-13709,0.0521,0.9479,Low Risk,1.97
BRW-13710,0.0697,0.9303,Low Risk,0.0
BRW-13711,0.0882,0.9118,Low Risk,0.0
BRW-13712,0.9691,0.0309,Very High Risk,43.31
BRW-13713,0.6467,0.3533,High Risk,85.14
BRW-13714,0.3644,0.6356,Medium Risk,5.76
BRW-13715,0.2692,0.7308,Low Risk,41.32
BRW-13716,0.1078,0.8922,Low Risk,0.0
BRW-13717,0.3423,0.6577,Medium Risk,45.42
BRW-13718,0.7727,0.2273,High Risk,80.96
BRW-13719,0.3369,0.6631,Medium Risk,0.0
BRW-13720,0.7496,0.2504,High Risk,81.73
BRW-13721,0.2353,0.7647,Low Risk,34.72
BRW-13722,0.1436,0.8564,Low Risk,18.89
BRW-13723,0.1457,0.8543,Low Risk,0.0
BRW-13724,0.1529,0.8471,Low Risk,0.0
BRW-13725,0.1175,0.8825,Low Risk,0.0
BRW-13726,0.1109,0.8891,Low Risk,18.39
BRW-13727,0.13,0.87,Low Risk,0.0
BRW-13728,0.1602,0.8398,Low Risk,22.35
BRW-13729,0.1025,0.8975,Low Risk,0.0
BRW-13730,0.1249,0.8751,Low Risk,15.94
BRW-13731,0.4547,0.5453,Medium Risk,17.82
BRW-13732,0.1304,0.8696,Low Risk,20.53
BRW-13733,0.1313,0.8687,Low Risk,0.0
BRW-13734,0.0843,0.9157,Low Risk,0.0
BRW-13735,0.0832,0.9168,Low Risk,0.0
BRW-13736,0.3643,0.6357,Medium Risk,27.21
BRW-13737,0.5645,0.4355,Medium Risk,73.9
BRW-13738,0.1071,0.8929,Low Risk,0.0
BRW-13739,0.68,0.32,High Risk,81.84
BRW-13740,0.9504,0.0496,Very High Risk,48.26
BRW-13741,0.0994,0.9006,Low Risk,20.9
BRW-13742,0.0999,0.9001,Low Risk,0.0
BRW-13743,0.0867,0.9133,Low Risk,0.0
BRW-13744,0.9619,0.0381,Very High Risk,46.73
BRW-13745,0.7528,0.2472,High Risk,52.13
BRW-13746,0.3746,0.6254,Medium Risk,0.0
BRW-13747,0.1457,0.8543,Low Risk,0.0
BRW-13748,0.1178,0.8822,Low Risk,24.44
BRW-13749,0.0883,0.9117,Low Risk,0.0
BRW-13750,0.2515,0.7485,Low Risk,3.83
BRW-13751,0.0711,0.9289,Low Risk,0.0
BRW-13752,0.1426,0.8574,Low Risk,0.0
BRW-13753,0.0516,0.9484,Low Risk,0.0
BRW-13754,0.3428,0.6572,Medium Risk,0.0
BRW-13755,0.1059,0.8941,Low Risk,36.36
BRW-13756,0.0406,0.9594,Low Risk,0.0
BRW-13757,0.156,0.844,Low Risk,17.9
BRW-13758,0.245,0.755,Low Risk,0.0
BRW-13759,0.0657,0.9343,Low Risk,15.45
BRW-13760,0.307,0.693,Medium Risk,19.42
BRW-13761,0.1375,0.8625,Low Risk,0.0
BRW-13762,0.0912,0.9088,Low Risk,26.42
BRW-13763,0.0343,0.9657,Low Risk,0.0
BRW-13764,0.0404,0.9596,Low Risk,0.0
BRW-13765,0.2591,0.7409,Low Risk,0.0
BRW-13766,0.1234,0.8766,Low Risk,0.0
BRW-13767,0.0786,0.9214,Low Risk,5.05
BRW-13768,0.1482,0.8518,Low Risk,0.0
BRW-13769,0.0483,0.9517,Low Risk,0.0
BRW-13770,0.134,0.866,Low Risk,20.25
BRW-13771,0.1376,0.8624,Low Risk,0.0
BRW-13772,0.4277,0.5723,Medium Risk,36.76
BRW-13773,0.7906,0.2094,High Risk,54.02
BRW-13774,0.116,0.884,Low Risk,0.0
BRW-13775,0.1512,0.8488,Low Risk,0.0
BRW-13776,0.0936,0.9064,Low Risk,0.0
BRW-13777,0.4409,0.5591,Medium Risk,62.99
BRW-13778,0.1554,0.8446,Low Risk,18.88
BRW-13779,0.7949,0.2051,High Risk,86.27
BRW-13780,0.1905,0.8095,Low Risk,0.0
BRW-13781,0.6822,0.3178,High Risk,55.68
BRW-13782,0.1119,0.8881,Low Risk,18.89
BRW-13783,0.7878,0.2122,High Risk,68.18
BRW-13784,0.8088,0.1912,Very High Risk,82.37
BRW-13785,0.09,0.91,Low Risk,0.0
BRW-13786,0.8591,0.1409,Very High Risk,49.19
BRW-13787,0.0789,0.9211,Low Risk,3.53
BRW-13788,0.1198,0.8802,Low Risk,3.57
BRW-13789,0.0468,0.9532,Low Risk,0.0
BRW-13790,0.2299,0.7701,Low Risk,0.0
BRW-13791,0.0896,0.9104,Low Risk,10.96
BRW-13792,0.4944,0.5056,Medium Risk,79.25
BRW-13793,0.1928,0.8072,Low Risk,29.81
BRW-13794,0.0557,0.9443,Low Risk,0.5
BRW-13795,0.1906,0.8094,Low Risk,0.0
BRW-13796,0.0927,0.9073,Low Risk,0.0
BRW-13797,0.1514,0.8486,Low Risk,0.0
BRW-13798,0.4878,0.5122,Medium Risk,77.2
BRW-13799,0.1581,0.8419,Low Risk,0.0
BRW-13800,0.2245,0.7755,Low Risk,15.84
BRW-13801,0.5254,0.4746,Medium Risk,22.55
BRW-13802,0.3315,0.6685,Medium Risk,0.0
BRW-13803,0.4717,0.5283,Medium Risk,70.57
BRW-13804,0.7683,0.2317,High Risk,81.31
BRW-13805,0.0437,0.9563,Low Risk,0.0
BRW-13806,0.0536,0.9464,Low Risk,0.0
BRW-13807,0.8094,0.1906,Very High Risk,62.68
BRW-13808,0.2527,0.7473,Low Risk,69.46
BRW-13809,0.1469,0.8531,Low Risk,24.87
BRW-13810,0.3521,0.6479,Medium Risk,57.23
BRW-13811,0.7535,0.2465,High Risk,57.77
BRW-13812,0.1841,0.8159,Low Risk,0.0
BRW-13813,0.0811,0.9189,Low Risk,20.84
BRW-13814,0.1449,0.8551,Low Risk,0.0
BRW-13815,0.1694,0.8306,Low Risk,0.0
BRW-13816,0.095,0.905,Low Risk,18.47
BRW-13817,0.2173,0.7827,Low Risk,27.16
BRW-13818,0.0996,0.9004,Low Risk,0.0
BRW-13819,0.0648,0.9352,Low Risk,0.0
BRW-13820,0.2933,0.7067,Low Risk,0.0
BRW-13821,0.1068,0.8932,Low Risk,0.0
BRW-13822,0.106,0.894,Low Risk,22.72
BRW-13823,0.1498,0.8502,Low Risk,0.0
BRW-13824,0.1586,0.8414,Low Risk,22.8
BRW-13825,0.7562,0.2438,High Risk,60.44
BRW-13826,0.1688,0.8312,Low Risk,0.0
BRW-13827,0.112,0.888,Low Risk,0.0
BRW-13828,0.0905,0.9095,Low Risk,0.0
BRW-13829,0.07,0.93,Low Risk,0.0
BRW-13830,0.5714,0.4286,Medium Risk,64.13
BRW-13831,0.0633,0.9367,Low Risk,14.22
BRW-13832,0.0469,0.9531,Low Risk,0.0
BRW-13833,0.1374,0.8626,Low Risk,19.42
BRW-13834,0.174,0.826,Low Risk,27.13
BRW-13835,0.1048,0.8952,Low Risk,22.8
BRW-13836,0.1072,0.8928,Low Risk,22.63
BRW-13837,0.1661,0.8339,Low Risk,0.0
BRW-13838,0.0797,0.9203,Low Risk,0.0
BRW-13839,0.4616,0.5384,Medium Risk,33.09
BRW-13840,0.5101,0.4899,Medium Risk,7.37
BRW-13841,0.44,0.56,Medium Risk,0.0
BRW-13842,0.1068,0.8932,Low Risk,17.95
BRW-13843,0.7493,0.2507,High Risk,71.41
BRW-13844,0.0953,0.9047,Low Risk,1.76
BRW-13845,0.2991,0.7009,Low Risk,49.49
BRW-13846,0.1603,0.8397,Low Risk,19.45
BRW-13847,0.1171,0.8829,Low Risk,0.0
BRW-13848,0.5418,0.4582,Medium Risk,29.1
BRW-13849,0.1841,0.8159,Low Risk,15.14
BRW-13850,0.2685,0.7315,Low Risk,34.52
BRW-13851,0.0917,0.9083,Low Risk,0.0
BRW-13852,0.4178,0.5822,Medium Risk,68.51
BRW-13853,0.0752,0.9248,Low Risk,0.0
BRW-13854,0.0455,0.9545,Low Risk,0.0
BRW-13855,0.3539,0.6461,Medium Risk,0.0
BRW-13856,0.0697,0.9303,Low Risk,11.04
BRW-13857,0.2753,0.7247,Low Risk,0.0
BRW-13858,0.3394,0.6606,Medium Risk,28.29
BRW-13859,0.1677,0.8323,Low Risk,20.58
BRW-13860,0.1197,0.8803,Low Risk,0.0
BRW-13861,0.1309,0.8691,Low Risk,3.06
BRW-13862,0.0879,0.9121,Low Risk,5.1
BRW-13863,0.1629,0.8371,Low Risk,0.0
BRW-13864,0.1056,0.8944,Low Risk,8.02
BRW-13865,0.8073,0.1927,Very High Risk,85.35
BRW-13866,0.0548,0.9452,Low Risk,0.0
BRW-13867,0.1725,0.8275,Low Risk,0.0
BRW-13868,0.1334,0.8666,Low Risk,16.13
BRW-13869,0.1777,0.8223,Low Risk,0.0
BRW-13870,0.1719,0.8281,Low Risk,0.0
BRW-13871,0.0424,0.9576,Low Risk,0.0
BRW-13872,0.1118,0.8882,Low Risk,0.0
BRW-13873,0.4825,0.5175,Medium Risk,59.13
BRW-13874,0.0411,0.9589,Low Risk,0.0
BRW-13875,0.0595,0.9405,Low Risk,4.7
BRW-13876,0.2091,0.7909,Low Risk,23.06
BRW-13877,0.5476,0.4524,Medium Risk,80.55
BRW-13878,0.1707,0.8293,Low Risk,0.0
BRW-13879,0.3755,0.6245,Medium Risk,0.0
BRW-13880,0.0958,0.9042,Low Risk,0.0
BRW-13881,0.1898,0.8102,Low Risk,17.64
BRW-13882,0.3683,0.6317,Medium Risk,21.61
BRW-13883,0.0977,0.9023,Low Risk,0.0
BRW-13884,0.6452,0.3548,High Risk,18.03
BRW-13885,0.3828,0.6172,Medium Risk,0.0
BRW-13886,0.1016,0.8984,Low Risk,0.0
BRW-13887,0.0641,0.9359,Low Risk,0.0
BRW-13888,0.0544,0.9456,Low Risk,0.0
BRW-13889,0.0422,0.9578,Low Risk,0.0
BRW-13890,0.1356,0.8644,Low Risk,0.0
BRW-13891,0.0767,0.9233,Low Risk,0.0
BRW-13892,0.1188,0.8812,Low Risk,0.55
BRW-13893,0.7583,0.2417,High Risk,81.09
BRW-13894,0.0721,0.9279,Low Risk,24.34
BRW-13895,0.0502,0.9498,Low Risk,0.46
BRW-13896,0.6391,0.3609,High Risk,29.74
BRW-13897,0.7089,0.2911,High Risk,19.33
BRW-13898,0.4356,0.5644,Medium Risk,65.09
BRW-13899,0.1131,0.8869,Low Risk,15.02
BRW-13900,0.104,0.896,Low Risk,10.43
BRW-13901,0.1733,0.8267,Low Risk,13.79
BRW-13902,0.2492,0.7508,Low Risk,45.66
BRW-13903,0.2678,0.7322,Low Risk,0.0
BRW-13904,0.3984,0.6016,Medium Risk,0.0
BRW-13905,0.8327,0.1673,Very High Risk,73.85
BRW-13906,0.0862,0.9138,Low Risk,0.0
BRW-13907,0.1526,0.8474,Low Risk,17.11
BRW-13908,0.1749,0.8251,Low Risk,20.27
BRW-13909,0.4509,0.5491,Medium Risk,73.89
BRW-13910,0.0811,0.9189,Low Risk,0.0
BRW-13911,0.1274,0.8726,Low Risk,20.87
BRW-13912,0.0347,0.9653,Low Risk,0.0
BRW-13913,0.3473,0.6527,Medium Risk,0.0
BRW-13914,0.1276,0.8724,Low Risk,0.0
BRW-13915,0.1421,0.8579,Low Risk,0.0
BRW-13916,0.1518,0.8482,Low Risk,20.37
BRW-13917,0.1502,0.8498,Low Risk,19.44
BRW-13918,0.04,0.96,Low Risk,0.0
BRW-13919,0.0805,0.9195,Low Risk,21.47
BRW-13920,0.1399,0.8601,Low Risk,0.0
BRW-13921,0.0693,0.9307,Low Risk,10.34
BRW-13922,0.141,0.859,Low Risk,28.32
BRW-13923,0.2222,0.7778,Low Risk,30.34
BRW-13924,0.0429,0.9571,Low Risk,0.0
BRW-13925,0.0632,0.9368,Low Risk,0.0
BRW-13926,0.4544,0.5456,Medium Risk,0.0
BRW-13927,0.1534,0.8466,Low Risk,0.0
BRW-13928,0.1114,0.8886,Low Risk,0.0
BRW-13929,0.108,0.892,Low Risk,0.0
BRW-13930,0.0542,0.9458,Low Risk,0.0
BRW-13931,0.1457,0.8543,Low Risk,0.0
BRW-13932,0.1143,0.8857,Low Risk,0.0
BRW-13933,0.5689,0.4311,Medium Risk,45.18
BRW-13934,0.0645,0.9355,Low Risk,0.0
BRW-13935,0.1216,0.8784,Low Risk,0.0
BRW-13936,0.4608,0.5392,Medium Risk,62.09
BRW-13937,0.0695,0.9305,Low Risk,0.0
BRW-13938,0.5816,0.4184,Medium Risk,47.21
BRW-13939,0.1225,0.8775,Low Risk,18.4
BRW-13940,0.2006,0.7994,Low Risk,0.0
BRW-13941,0.0542,0.9458,Low Risk,0.0
BRW-13942,0.1544,0.8456,Low Risk,0.0
BRW-13943,0.1147,0.8853,Low Risk,0.0
BRW-13944,0.337,0.663,Medium Risk,0.0
BRW-13945,0.619,0.381,High Risk,79.97
BRW-13946,0.3217,0.6783,Medium Risk,0.0
BRW-13947,0.3148,0.6852,Medium Risk,52.69
BRW-13948,0.1871,0.8129,Low Risk,38.67
BRW-13949,0.2563,0.7437,Low Risk,0.0
BRW-13950,0.2663,0.7337,Low Risk,62.61
BRW-13951,0.1384,0.8616,Low Risk,0.0
BRW-13952,0.6513,0.3487,High Risk,85.07
BRW-13953,0.171,0.829,Low Risk,0.0
BRW-13954,0.0411,0.9589,Low Risk,0.0
BRW-13955,0.1564,0.8436,Low Risk,8.23
BRW-13956,0.1082,0.8918,Low Risk,26.7
BRW-13957,0.405,0.595,Medium Risk,16.78
BRW-13958,0.4238,0.5762,Medium Risk,76.29
BRW-13959,0.0546,0.9454,Low Risk,0.65
BRW-13960,0.0822,0.9178,Low Risk,0.0
BRW-13961,0.4713,0.5287,Medium Risk,76.9
BRW-13962,0.0398,0.9602,Low Risk,0.0
BRW-13963,0.7793,0.2207,High Risk,87.25
BRW-13964,0.1089,0.8911,Low Risk,25.89
BRW-13965,0.1739,0.8261,Low Risk,0.0
BRW-13966,0.0971,0.9029,Low Risk,0.0
BRW-13967,0.9601,0.0399,Very High Risk,44.21
BRW-13968,0.2638,0.7362,Low Risk,63.78
BRW-13969,0.6209,0.3791,High Risk,54.31
BRW-13970,0.0675,0.9325,Low Risk,0.0
BRW-13971,0.1239,0.8761,Low Risk,49.56
BRW-13972,0.1084,0.8916,Low Risk,0.0
BRW-13973,0.1995,0.8005,Low Risk,0.0
BRW-13974,0.4366,0.5634,Medium Risk,17.95
BRW-13975,0.2758,0.7242,Low Risk,0.0
BRW-13976,0.104,0.896,Low Risk,0.0
BRW-13977,0.0981,0.9019,Low Risk,0.0
BRW-13978,0.0836,0.9164,Low Risk,23.4
BRW-13979,0.0376,0.9624,Low Risk,0.0
BRW-13980,0.1546,0.8454,Low Risk,28.89
BRW-13981,0.1137,0.8863,Low Risk,0.0
BRW-13982,0.1694,0.8306,Low Risk,28.92
BRW-13983,0.1288,0.8712,Low Risk,18.81
BRW-13984,0.1025,0.8975,Low Risk,0.0
BRW-13985,0.0773,0.9227,Low Risk,18.82
BRW-13986,0.2619,0.7381,Low Risk,0.0
BRW-13987,0.048,0.952,Low Risk,0.0
BRW-13988,0.4278,0.5722,Medium Risk,68.9
BRW-13989,0.1422,0.8578,Low Risk,17.85
BRW-13990,0.0376,0.9624,Low Risk,0.0
BRW-13991,0.1178,0.8822,Low Risk,0.0
BRW-13992,0.8193,0.1807,Very High Risk,86.6
BRW-13993,0.5925,0.4075,Medium Risk,73.75
BRW-13994,0.0761,0.9239,Low Risk,0.0
BRW-13995,0.6793,0.3207,High Risk,30.65
BRW-13996,0.1826,0.8174,Low Risk,0.0
BRW-13997,0.0481,0.9519,Low Risk,0.0
BRW-13998,0.5511,0.4489,Medium Risk,77.82
BRW-13999,0.1066,0.8934,Low Risk,0.0
BRW-14000,0.0996,0.9004,Low Risk,0.0
BRW-14001,0.1134,0.8866,Low Risk,0.0
BRW-14002,0.1409,0.8591,Low Risk,0.0
BRW-14003,0.0764,0.9236,Low Risk,0.0
BRW-14004,0.1807,0.8193,Low Risk,0.0
BRW-14005,0.1272,0.8728,Low Risk,0.0
BRW-14006,0.1127,0.8873,Low Risk,0.0
BRW-14007,0.1444,0.8556,Low Risk,0.0
BRW-14008,0.1725,0.8275,Low Risk,0.0
BRW-14009,0.0891,0.9109,Low Risk,9.82
BRW-14010,0.1411,0.8589,Low Risk,0.0
BRW-14011,0.1608,0.8392,Low Risk,0.0
BRW-14012,0.1497,0.8503,Low Risk,0.0
BRW-14013,0.1634,0.8366,Low Risk,9.42
BRW-14014,0.1078,0.8922,Low Risk,0.0
BRW-14015,0.0504,0.9496,Low Risk,0.0
BRW-14016,0.0861,0.9139,Low Risk,0.0
BRW-14017,0.2538,0.7462,Low Risk,0.96
BRW-14018,0.8178,0.1822,Very High Risk,81.77
BRW-14019,0.1586,0.8414,Low Risk,0.0
BRW-14020,0.0344,0.9656,Low Risk,0.0
BRW-14021,0.26,0.74,Low Risk,0.0
BRW-14022,0.1266,0.8734,Low Risk,0.0
BRW-14023,0.4236,0.5764,Medium Risk,67.51
BRW-14024,0.1058,0.8942,Low Risk,0.0
BRW-14025,0.2971,0.7029,Low Risk,61.66
BRW-14026,0.5648,0.4352,Medium Risk,61.79
BRW-14027,0.0378,0.9622,Low Risk,0.0
BRW-14028,0.358,0.642,Medium Risk,0.0
BRW-14029,0.1399,0.8601,Low Risk,13.62
BRW-14030,0.3223,0.6777,Medium Risk,0.0
BRW-14031,0.1955,0.8045,Low Risk,36.89
BRW-14032,0.1996,0.8004,Low Risk,14.05
BRW-14033,0.0534,0.9466,Low Risk,13.12
BRW-14034,0.1475,0.8525,Low Risk,0.0
BRW-14035,0.4062,0.5938,Medium Risk,40.84
BRW-14036,0.0821,0.9179,Low Risk,0.0
BRW-14037,0.7077,0.2923,High Risk,51.1
BRW-14038,0.0667,0.9333,Low Risk,6.62
BRW-14039,0.0966,0.9034,Low Risk,19.4
BRW-14040,0.2637,0.7363,Low Risk,0.67
BRW-14041,0.099,0.901,Low Risk,0.0
BRW-14042,0.1294,0.8706,Low Risk,0.0
BRW-14043,0.2784,0.7216,Low Risk,7.06
BRW-14044,0.0752,0.9248,Low Risk,0.0
BRW-14045,0.6503,0.3497,High Risk,82.84
BRW-14046,0.3361,0.6639,Medium Risk,0.0
BRW-14047,0.1218,0.8782,Low Risk,26.48
BRW-14048,0.0852,0.9148,Low Risk,18.78
BRW-14049,0.233,0.767,Low Risk,0.0
BRW-14050,0.1942,0.8058,Low Risk,0.0
BRW-14051,0.1105,0.8895,Low Risk,0.0
BRW-14052,0.1182,0.8818,Low Risk,0.0
BRW-14053,0.2923,0.7077,Low Risk,0.0
BRW-14054,0.1198,0.8802,Low Risk,0.0
BRW-14055,0.2088,0.7912,Low Risk,3.54
BRW-14056,0.1039,0.8961,Low Risk,20.12
BRW-14057,0.0448,0.9552,Low Risk,0.0
BRW-14058,0.0675,0.9325,Low Risk,0.0
BRW-14059,0.1563,0.8437,Low Risk,27.79
BRW-14060,0.0518,0.9482,Low Risk,0.0
BRW-14061,0.1432,0.8568,Low Risk,0.0
BRW-14062,0.035,0.965,Low Risk,0.0
BRW-14063,0.8801,0.1199,Very High Risk,67.85
BRW-14064,0.2094,0.7906,Low Risk,0.0
