borrower_id,risk_segment,recommended_action,compliance_status,violation_reason
BRW-02768,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01526,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-02531,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04225,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-00100,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01856,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-03358,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-03273,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00022,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-01119,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-03459,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-03097,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-03515,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-01304,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-01109,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-04251,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04303,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-03394,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00625,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-03139,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-02661,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-02919,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-02117,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01182,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-00729,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-00839,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02664,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-04396,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-03389,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-04199,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-00219,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03147,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00938,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03652,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-01427,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-04125,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02432,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01777,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-01764,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-00397,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00498,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-00689,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-04254,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03673,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04475,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-00647,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-02128,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00363,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-02036,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00780,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02035,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00081,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-02370,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-01281,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-00305,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02177,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00604,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00281,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-04660,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-04087,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01528,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01113,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02176,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04264,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03227,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04841,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03168,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01515,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04700,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-01816,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01391,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02120,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-02685,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02214,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-01928,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02385,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-03988,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02983,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-00020,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-04429,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04651,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-02999,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-01586,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02211,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04918,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-00135,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03649,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01970,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02747,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-03661,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00114,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-02059,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-02980,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-02202,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03282,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-01842,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01395,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-03456,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01815,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-02121,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-00164,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-01213,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00261,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-02354,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-00381,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-01026,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-04448,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00903,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-02145,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04873,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-03931,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01972,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-00206,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03092,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03359,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01356,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-01862,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03719,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-02051,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-00519,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00477,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02532,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03978,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-01307,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04508,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-03405,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03114,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01844,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-03861,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01133,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03884,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00822,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01784,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-04892,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00049,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-02368,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03681,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-00563,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03732,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-00559,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-01430,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-01767,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-04271,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00701,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04704,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-02174,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-02491,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04191,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-01729,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03936,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03178,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-04611,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-04412,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-00072,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-04847,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-04859,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-01385,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-03886,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00474,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01823,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01894,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-00279,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-04101,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04930,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02345,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-02693,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-00391,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02526,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-01923,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-04408,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-03827,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00796,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01335,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-03403,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04456,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04823,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-02375,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-01412,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04046,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-02752,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01028,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01647,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-02845,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-04722,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-02663,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-03341,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01315,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02136,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-03657,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03552,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03939,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-00726,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-00290,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03225,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00721,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-01222,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-01417,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-00974,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-02395,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-04812,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04252,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-01309,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02031,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04541,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00610,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01375,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03349,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-03699,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-03239,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-01694,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-00166,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-02438,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-02631,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-02842,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03871,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01480,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03731,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00028,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-00521,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03478,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-04221,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-03508,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-02885,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-01460,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (6 >= 5)
BRW-00420,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01768,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-02332,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00241,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03759,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (7 >= 5)
BRW-04393,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (5 >= 5)
BRW-00929,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (9 >= 5)
BRW-04253,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01056,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-03356,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-02411,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-03174,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-00394,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (10 >= 5)
BRW-03344,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
BRW-00707,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00)
BRW-01311,Medium Risk,Call-center follow-up,FAIL,Outside allowed contact hours (08:00-20:00); Max contact attempts exceeded (8 >= 5)
