borrower_id,repayment_probability,risk_segment,priority_score,recommended_action,urgency_level,priority_rank
BRW-04778,0.5447,Medium Risk,0.4553,Call-center follow-up,Medium,2651
BRW-04160,0.5449,Medium Risk,0.4551,Call-center follow-up,Medium,2652
BRW-02299,0.5451,Medium Risk,0.4549,Call-center follow-up,Medium,2653
BRW-00550,0.5453,Medium Risk,0.4547,Call-center follow-up,Medium,2654
BRW-02660,0.5454,Medium Risk,0.4546,Call-center follow-up,Medium,2655
BRW-00249,0.5455,Medium Risk,0.4545,Call-center follow-up,Medium,2656
BRW-04537,0.5455,Medium Risk,0.4545,Call-center follow-up,Medium,2657
BRW-02480,0.5456,Medium Risk,0.4544,Call-center follow-up,Medium,2658
BRW-01931,0.5456,Medium Risk,0.4544,Call-center follow-up,Medium,2659
BRW-00414,0.5456,Medium Risk,0.4544,Call-center follow-up,Medium,2660
BRW-02310,0.5456,Medium Risk,0.4544,Call-center follow-up,Medium,2661
BRW-04908,0.5456,Medium Risk,0.4544,Call-center follow-up,Medium,2662
BRW-01146,0.5458,Medium Risk,0.4542,Call-center follow-up,Medium,2663
BRW-00696,0.5458,Medium Risk,0.4542,Call-center follow-up,Medium,2664
BRW-01473,0.5458,Medium Risk,0.4542,Call-center follow-up,Medium,2665
BRW-03973,0.5459,Medium Risk,0.4541,Call-center follow-up,Medium,2666
BRW-03404,0.546,Medium Risk,0.454,Call-center follow-up,Medium,2667
BRW-03864,0.5461,Medium Risk,0.4539,Call-center follow-up,Medium,2668
BRW-03117,0.5462,Medium Risk,0.4538,Call-center follow-up,Medium,2669
BRW-00870,0.5465,Medium Risk,0.4535,Call-center follow-up,Medium,2670
BRW-02743,0.5465,Medium Risk,0.4535,Call-center follow-up,Medium,2671
BRW-01576,0.5465,Medium Risk,0.4535,Call-center follow-up,Medium,2672
BRW-01604,0.5466,Medium Risk,0.4534,Call-center follow-up,Medium,2673
BRW-02783,0.5466,Medium Risk,0.4534,Call-center follow-up,Medium,2674
BRW-01664,0.5467,Medium Risk,0.4533,Call-center follow-up,Medium,2675
BRW-03176,0.5467,Medium Risk,0.4533,Call-center follow-up,Medium,2676
BRW-04194,0.5468,Medium Risk,0.4532,Call-center follow-up,Medium,2677
BRW-03875,0.5469,Medium Risk,0.4531,Call-center follow-up,Medium,2678
BRW-02799,0.5469,Medium Risk,0.4531,Call-center follow-up,Medium,2679
BRW-01807,0.5469,Medium Risk,0.4531,Call-center follow-up,Medium,2680
BRW-03559,0.547,Medium Risk,0.453,Call-center follow-up,Medium,2681
BRW-03103,0.547,Medium Risk,0.453,Call-center follow-up,Medium,2682
BRW-04947,0.5471,Medium Risk,0.4529,Call-center follow-up,Medium,2683
BRW-04346,0.5471,Medium Risk,0.4529,Call-center follow-up,Medium,2684
BRW-00258,0.5473,Medium Risk,0.4527,Call-center follow-up,Medium,2685
BRW-02351,0.5474,Medium Risk,0.4526,Call-center follow-up,Medium,2686
BRW-04976,0.5474,Medium Risk,0.4526,Call-center follow-up,Medium,2687
BRW-00061,0.5474,Medium Risk,0.4526,Call-center follow-up,Medium,2688
BRW-03599,0.5475,Medium Risk,0.4525,Call-center follow-up,Medium,2689
BRW-03696,0.5475,Medium Risk,0.4525,Call-center follow-up,Medium,2690
BRW-04671,0.5477,Medium Risk,0.4523,Call-center follow-up,Medium,2691
BRW-02138,0.5478,Medium Risk,0.4522,Call-center follow-up,Medium,2692
BRW-00287,0.5478,Medium Risk,0.4522,Call-center follow-up,Medium,2693
BRW-03588,0.5479,Medium Risk,0.4521,Call-center follow-up,Medium,2694
BRW-00025,0.5482,Medium Risk,0.4518,Call-center follow-up,Medium,2695
BRW-01043,0.5482,Medium Risk,0.4518,Call-center follow-up,Medium,2696
BRW-04403,0.5482,Medium Risk,0.4518,Call-center follow-up,Medium,2697
BRW-03443,0.5482,Medium Risk,0.4518,Call-center follow-up,Medium,2698
BRW-02938,0.5483,Medium Risk,0.4517,Call-center follow-up,Medium,2699
BRW-03199,0.5484,Medium Risk,0.4516,Call-center follow-up,Medium,2700
BRW-00846,0.5484,Medium Risk,0.4516,Call-center follow-up,Medium,2701
BRW-02223,0.5484,Medium Risk,0.4516,Call-center follow-up,Medium,2702
BRW-01070,0.5484,Medium Risk,0.4516,Call-center follow-up,Medium,2703
BRW-03310,0.5484,Medium Risk,0.4516,Call-center follow-up,Medium,2704
BRW-01579,0.5484,Medium Risk,0.4516,Call-center follow-up,Medium,2705
BRW-03967,0.5485,Medium Risk,0.4515,Call-center follow-up,Medium,2706
BRW-00834,0.5486,Medium Risk,0.4514,Call-center follow-up,Medium,2707
BRW-03388,0.5487,Medium Risk,0.4513,Call-center follow-up,Medium,2708
BRW-01600,0.5488,Medium Risk,0.4512,Call-center follow-up,Medium,2709
BRW-01899,0.5488,Medium Risk,0.4512,Call-center follow-up,Medium,2710
BRW-01066,0.5488,Medium Risk,0.4512,Call-center follow-up,Medium,2711
BRW-01320,0.5489,Medium Risk,0.4511,Call-center follow-up,Medium,2712
BRW-01270,0.549,Medium Risk,0.451,Call-center follow-up,Medium,2713
BRW-04786,0.5492,Medium Risk,0.4508,Call-center follow-up,Medium,2714
BRW-00633,0.5492,Medium Risk,0.4508,Call-center follow-up,Medium,2715
BRW-04384,0.5493,Medium Risk,0.4507,Call-center follow-up,Medium,2716
BRW-03073,0.5493,Medium Risk,0.4507,Call-center follow-up,Medium,2717
BRW-03776,0.5494,Medium Risk,0.4506,Call-center follow-up,Medium,2718
BRW-00570,0.5495,Medium Risk,0.4505,Call-center follow-up,Medium,2719
BRW-00234,0.5496,Medium Risk,0.4504,Call-center follow-up,Medium,2720
BRW-00451,0.5496,Medium Risk,0.4504,Call-center follow-up,Medium,2721
BRW-03367,0.5496,Medium Risk,0.4504,Call-center follow-up,Medium,2722
BRW-02092,0.55,Medium Risk,0.45,Call-center follow-up,Medium,2723
BRW-03489,0.55,Medium Risk,0.45,Call-center follow-up,Medium,2724
BRW-01063,0.55,Medium Risk,0.45,Call-center follow-up,Medium,2725
BRW-04130,0.5501,Medium Risk,0.4499,Call-center follow-up,Medium,2726
BRW-01822,0.5501,Medium Risk,0.4499,Call-center follow-up,Medium,2727
BRW-00066,0.5502,Medium Risk,0.4498,Call-center follow-up,Medium,2728
BRW-02463,0.5504,Medium Risk,0.4496,Call-center follow-up,Medium,2729
BRW-04452,0.5506,Medium Risk,0.4494,Call-center follow-up,Medium,2730
BRW-03083,0.5507,Medium Risk,0.4493,Call-center follow-up,Medium,2731
BRW-03416,0.5507,Medium Risk,0.4493,Call-center follow-up,Medium,2732
BRW-02968,0.5507,Medium Risk,0.4493,Call-center follow-up,Medium,2733
BRW-04811,0.5507,Medium Risk,0.4493,Call-center follow-up,Medium,2734
BRW-03386,0.5508,Medium Risk,0.4492,Call-center follow-up,Medium,2735
BRW-01114,0.5508,Medium Risk,0.4492,Call-center follow-up,Medium,2736
BRW-00672,0.5508,Medium Risk,0.4492,Call-center follow-up,Medium,2737
BRW-04149,0.551,Medium Risk,0.449,Call-center follow-up,Medium,2738
BRW-00950,0.551,Medium Risk,0.449,Call-center follow-up,Medium,2739
BRW-01705,0.551,Medium Risk,0.449,Call-center follow-up,Medium,2740
BRW-02525,0.551,Medium Risk,0.449,Call-center follow-up,Medium,2741
BRW-02602,0.5512,Medium Risk,0.4488,Call-center follow-up,Medium,2742
BRW-02057,0.5512,Medium Risk,0.4488,Call-center follow-up,Medium,2743
BRW-02956,0.5512,Medium Risk,0.4488,Call-center follow-up,Medium,2744
BRW-02245,0.5512,Medium Risk,0.4488,Call-center follow-up,Medium,2745
BRW-01630,0.5514,Medium Risk,0.4486,Call-center follow-up,Medium,2746
BRW-02066,0.5514,Medium Risk,0.4486,Call-center follow-up,Medium,2747
BRW-04083,0.5515,Medium Risk,0.4485,Call-center follow-up,Medium,2748
BRW-03210,0.5515,Medium Risk,0.4485,Call-center follow-up,Medium,2749
BRW-02972,0.5516,Medium Risk,0.4484,Call-center follow-up,Medium,2750
BRW-04032,0.5517,Medium Risk,0.4483,Call-center follow-up,Medium,2751
BRW-04145,0.5518,Medium Risk,0.4482,Call-center follow-up,Medium,2752
BRW-04502,0.5519,Medium Risk,0.4481,Call-center follow-up,Medium,2753
BRW-00819,0.5519,Medium Risk,0.4481,Call-center follow-up,Medium,2754
BRW-01053,0.552,Medium Risk,0.448,Call-center follow-up,Medium,2755
BRW-03946,0.552,Medium Risk,0.448,Call-center follow-up,Medium,2756
BRW-01662,0.5521,Medium Risk,0.4479,Call-center follow-up,Medium,2757
BRW-04773,0.5522,Medium Risk,0.4478,Call-center follow-up,Medium,2758
BRW-04442,0.5522,Medium Risk,0.4478,Call-center follow-up,Medium,2759
BRW-00624,0.5524,Medium Risk,0.4476,Call-center follow-up,Medium,2760
BRW-01098,0.5525,Medium Risk,0.4475,Call-center follow-up,Medium,2761
BRW-02655,0.5526,Medium Risk,0.4474,Call-center follow-up,Medium,2762
BRW-02342,0.5526,Medium Risk,0.4474,Call-center follow-up,Medium,2763
BRW-03547,0.5526,Medium Risk,0.4474,Call-center follow-up,Medium,2764
BRW-00386,0.5526,Medium Risk,0.4474,Call-center follow-up,Medium,2765
BRW-03112,0.5526,Medium Risk,0.4474,Call-center follow-up,Medium,2766
BRW-04263,0.5529,Medium Risk,0.4471,Call-center follow-up,Medium,2767
BRW-03320,0.5529,Medium Risk,0.4471,Call-center follow-up,Medium,2768
BRW-01791,0.5529,Medium Risk,0.4471,Call-center follow-up,Medium,2769
BRW-01248,0.5531,Medium Risk,0.4469,Call-center follow-up,Medium,2770
BRW-03258,0.5532,Medium Risk,0.4468,Call-center follow-up,Medium,2771
BRW-04175,0.5532,Medium Risk,0.4468,Call-center follow-up,Medium,2772
BRW-01069,0.5532,Medium Risk,0.4468,Call-center follow-up,Medium,2773
BRW-00220,0.5533,Medium Risk,0.4467,Call-center follow-up,Medium,2774
BRW-01097,0.5533,Medium Risk,0.4467,Call-center follow-up,Medium,2775
BRW-04345,0.5534,Medium Risk,0.4466,Call-center follow-up,Medium,2776
BRW-02237,0.5534,Medium Risk,0.4466,Call-center follow-up,Medium,2777
BRW-04555,0.5535,Medium Risk,0.4465,Call-center follow-up,Medium,2778
BRW-01861,0.5536,Medium Risk,0.4464,Call-center follow-up,Medium,2779
BRW-03821,0.5536,Medium Risk,0.4464,Call-center follow-up,Medium,2780
BRW-00702,0.5536,Medium Risk,0.4464,Call-center follow-up,Medium,2781
BRW-01392,0.5536,Medium Risk,0.4464,Call-center follow-up,Medium,2782
BRW-03693,0.5537,Medium Risk,0.4463,Call-center follow-up,Medium,2783
BRW-01754,0.5538,Medium Risk,0.4462,Call-center follow-up,Medium,2784
BRW-01007,0.5538,Medium Risk,0.4462,Call-center follow-up,Medium,2785
BRW-04549,0.554,Medium Risk,0.446,Call-center follow-up,Medium,2786
BRW-01827,0.554,Medium Risk,0.446,Call-center follow-up,Medium,2787
BRW-02539,0.5542,Medium Risk,0.4458,Call-center follow-up,Medium,2788
BRW-01019,0.5542,Medium Risk,0.4458,Call-center follow-up,Medium,2789
BRW-04081,0.5542,Medium Risk,0.4458,Call-center follow-up,Medium,2790
BRW-04562,0.5543,Medium Risk,0.4457,Call-center follow-up,Medium,2791
BRW-04958,0.5546,Medium Risk,0.4454,Call-center follow-up,Medium,2792
BRW-00041,0.5547,Medium Risk,0.4453,Call-center follow-up,Medium,2793
BRW-02295,0.5547,Medium Risk,0.4453,Call-center follow-up,Medium,2794
BRW-02583,0.5547,Medium Risk,0.4453,Call-center follow-up,Medium,2795
BRW-01283,0.5547,Medium Risk,0.4453,Call-center follow-up,Medium,2796
BRW-04312,0.5548,Medium Risk,0.4452,Call-center follow-up,Medium,2797
BRW-04653,0.5548,Medium Risk,0.4452,Call-center follow-up,Medium,2798
BRW-02669,0.5548,Medium Risk,0.4452,Call-center follow-up,Medium,2799
BRW-01948,0.5549,Medium Risk,0.4451,Call-center follow-up,Medium,2800
BRW-01318,0.5549,Medium Risk,0.4451,Call-center follow-up,Medium,2801
BRW-03964,0.555,Medium Risk,0.445,Call-center follow-up,Medium,2802
BRW-03941,0.555,Medium Risk,0.445,Call-center follow-up,Medium,2803
BRW-04738,0.5552,Medium Risk,0.4448,Call-center follow-up,Medium,2804
BRW-01504,0.5552,Medium Risk,0.4448,Call-center follow-up,Medium,2805
BRW-02758,0.5553,Medium Risk,0.4447,Call-center follow-up,Medium,2806
BRW-04687,0.5554,Medium Risk,0.4446,Call-center follow-up,Medium,2807
BRW-03136,0.5554,Medium Risk,0.4446,Call-center follow-up,Medium,2808
BRW-04418,0.5554,Medium Risk,0.4446,Call-center follow-up,Medium,2809
BRW-00616,0.5554,Medium Risk,0.4446,Call-center follow-up,Medium,2810
BRW-01036,0.5555,Medium Risk,0.4445,Call-center follow-up,Medium,2811
BRW-03431,0.5555,Medium Risk,0.4445,Call-center follow-up,Medium,2812
BRW-03735,0.5556,Medium Risk,0.4444,Call-center follow-up,Medium,2813
BRW-00405,0.5558,Medium Risk,0.4442,Call-center follow-up,Medium,2814
BRW-04816,0.5558,Medium Risk,0.4442,Call-center follow-up,Medium,2815
BRW-04964,0.5558,Medium Risk,0.4442,Call-center follow-up,Medium,2816
BRW-03512,0.5558,Medium Risk,0.4442,Call-center follow-up,Medium,2817
BRW-03060,0.5559,Medium Risk,0.4441,Call-center follow-up,Medium,2818
BRW-00581,0.5559,Medium Risk,0.4441,Call-center follow-up,Medium,2819
BRW-04000,0.5559,Medium Risk,0.4441,Call-center follow-up,Medium,2820
BRW-01301,0.5559,Medium Risk,0.4441,Call-center follow-up,Medium,2821
BRW-04105,0.5561,Medium Risk,0.4439,Call-center follow-up,Medium,2822
BRW-03337,0.5561,Medium Risk,0.4439,Call-center follow-up,Medium,2823
BRW-04793,0.5561,Medium Risk,0.4439,Call-center follow-up,Medium,2824
BRW-04313,0.5561,Medium Risk,0.4439,Call-center follow-up,Medium,2825
BRW-03304,0.5562,Medium Risk,0.4438,Call-center follow-up,Medium,2826
BRW-01920,0.5563,Medium Risk,0.4437,Call-center follow-up,Medium,2827
BRW-00183,0.5563,Medium Risk,0.4437,Call-center follow-up,Medium,2828
BRW-04785,0.5564,Medium Risk,0.4436,Call-center follow-up,Medium,2829
BRW-01118,0.5565,Medium Risk,0.4435,Call-center follow-up,Medium,2830
BRW-00302,0.5565,Medium Risk,0.4435,Call-center follow-up,Medium,2831
BRW-01988,0.5566,Medium Risk,0.4434,Call-center follow-up,Medium,2832
BRW-00349,0.5567,Medium Risk,0.4433,Call-center follow-up,Medium,2833
BRW-02572,0.5569,Medium Risk,0.4431,Call-center follow-up,Medium,2834
BRW-01793,0.557,Medium Risk,0.443,Call-center follow-up,Medium,2835
BRW-01797,0.5572,Medium Risk,0.4428,Call-center follow-up,Medium,2836
BRW-01476,0.5573,Medium Risk,0.4427,Call-center follow-up,Medium,2837
BRW-03025,0.5573,Medium Risk,0.4427,Call-center follow-up,Medium,2838
BRW-04595,0.5574,Medium Risk,0.4426,Call-center follow-up,Medium,2839
BRW-04900,0.5574,Medium Risk,0.4426,Call-center follow-up,Medium,2840
BRW-00205,0.5577,Medium Risk,0.4423,Call-center follow-up,Medium,2841
BRW-02149,0.5578,Medium Risk,0.4422,Call-center follow-up,Medium,2842
BRW-03815,0.5578,Medium Risk,0.4422,Call-center follow-up,Medium,2843
BRW-02343,0.5578,Medium Risk,0.4422,Call-center follow-up,Medium,2844
BRW-04369,0.5578,Medium Risk,0.4422,Call-center follow-up,Medium,2845
BRW-02782,0.5579,Medium Risk,0.4421,Call-center follow-up,Medium,2846
BRW-02742,0.558,Medium Risk,0.442,Call-center follow-up,Medium,2847
BRW-02169,0.5581,Medium Risk,0.4419,Call-center follow-up,Medium,2848
BRW-04814,0.5582,Medium Risk,0.4418,Call-center follow-up,Medium,2849
BRW-01658,0.5582,Medium Risk,0.4418,Call-center follow-up,Medium,2850
BRW-04120,0.5583,Medium Risk,0.4417,Call-center follow-up,Medium,2851
BRW-04006,0.5583,Medium Risk,0.4417,Call-center follow-up,Medium,2852
BRW-02073,0.5583,Medium Risk,0.4417,Call-center follow-up,Medium,2853
BRW-02527,0.5584,Medium Risk,0.4416,Call-center follow-up,Medium,2854
BRW-01612,0.5585,Medium Risk,0.4415,Call-center follow-up,Medium,2855
BRW-02112,0.5586,Medium Risk,0.4414,Call-center follow-up,Medium,2856
BRW-03923,0.5586,Medium Risk,0.4414,Call-center follow-up,Medium,2857
BRW-00584,0.5587,Medium Risk,0.4413,Call-center follow-up,Medium,2858
BRW-02362,0.5588,Medium Risk,0.4412,Call-center follow-up,Medium,2859
BRW-02445,0.5588,Medium Risk,0.4412,Call-center follow-up,Medium,2860
BRW-02541,0.5588,Medium Risk,0.4412,Call-center follow-up,Medium,2861
BRW-04250,0.559,Medium Risk,0.441,Call-center follow-up,Medium,2862
BRW-02166,0.559,Medium Risk,0.441,Call-center follow-up,Medium,2863
BRW-01598,0.5591,Medium Risk,0.4409,Call-center follow-up,Medium,2864
BRW-02154,0.5591,Medium Risk,0.4409,Call-center follow-up,Medium,2865
BRW-04533,0.5592,Medium Risk,0.4408,Call-center follow-up,Medium,2866
BRW-02945,0.5592,Medium Risk,0.4408,Call-center follow-up,Medium,2867
BRW-02309,0.5592,Medium Risk,0.4408,Call-center follow-up,Medium,2868
BRW-01866,0.5593,Medium Risk,0.4407,Call-center follow-up,Medium,2869
BRW-03195,0.5593,Medium Risk,0.4407,Call-center follow-up,Medium,2870
BRW-03717,0.5595,Medium Risk,0.4405,Call-center follow-up,Medium,2871
BRW-00207,0.5595,Medium Risk,0.4405,Call-center follow-up,Medium,2872
BRW-02013,0.5597,Medium Risk,0.4403,Call-center follow-up,Medium,2873
BRW-04242,0.5597,Medium Risk,0.4403,Call-center follow-up,Medium,2874
BRW-03562,0.56,Medium Risk,0.44,Call-center follow-up,Medium,2875
BRW-00735,0.5601,Medium Risk,0.4399,Call-center follow-up,Medium,2876
BRW-04578,0.5602,Medium Risk,0.4398,Call-center follow-up,Medium,2877
BRW-01641,0.5603,Medium Risk,0.4397,Call-center follow-up,Medium,2878
BRW-00328,0.5604,Medium Risk,0.4396,Call-center follow-up,Medium,2879
BRW-03480,0.5605,Medium Risk,0.4395,Call-center follow-up,Medium,2880
BRW-00713,0.5605,Medium Risk,0.4395,Call-center follow-up,Medium,2881
BRW-03163,0.5606,Medium Risk,0.4394,Call-center follow-up,Medium,2882
BRW-00878,0.5606,Medium Risk,0.4394,Call-center follow-up,Medium,2883
BRW-03761,0.5608,Medium Risk,0.4392,Call-center follow-up,Medium,2884
BRW-03002,0.5608,Medium Risk,0.4392,Call-center follow-up,Medium,2885
BRW-01045,0.5609,Medium Risk,0.4391,Call-center follow-up,Medium,2886
BRW-03079,0.561,Medium Risk,0.439,Call-center follow-up,Medium,2887
BRW-03546,0.5611,Medium Risk,0.4389,Call-center follow-up,Medium,2888
BRW-00798,0.5614,Medium Risk,0.4386,Call-center follow-up,Medium,2889
BRW-01338,0.5614,Medium Risk,0.4386,Call-center follow-up,Medium,2890
BRW-02620,0.5614,Medium Risk,0.4386,Call-center follow-up,Medium,2891
BRW-02197,0.5615,Medium Risk,0.4385,Call-center follow-up,Medium,2892
BRW-01906,0.5617,Medium Risk,0.4383,Call-center follow-up,Medium,2893
BRW-03826,0.5618,Medium Risk,0.4382,Call-center follow-up,Medium,2894
BRW-01195,0.5618,Medium Risk,0.4382,Call-center follow-up,Medium,2895
BRW-04697,0.5619,Medium Risk,0.4381,Call-center follow-up,Medium,2896
BRW-00906,0.5621,Medium Risk,0.4379,Call-center follow-up,Medium,2897
BRW-01004,0.5623,Medium Risk,0.4377,Call-center follow-up,Medium,2898
BRW-01732,0.5624,Medium Risk,0.4376,Call-center follow-up,Medium,2899
BRW-00273,0.5624,Medium Risk,0.4376,Call-center follow-up,Medium,2900
BRW-00245,0.5624,Medium Risk,0.4376,Call-center follow-up,Medium,2901
BRW-02333,0.5626,Medium Risk,0.4374,Call-center follow-up,Medium,2902
BRW-01954,0.5626,Medium Risk,0.4374,Call-center follow-up,Medium,2903
BRW-01687,0.5626,Medium Risk,0.4374,Call-center follow-up,Medium,2904
BRW-00184,0.5626,Medium Risk,0.4374,Call-center follow-up,Medium,2905
BRW-02932,0.5626,Medium Risk,0.4374,Call-center follow-up,Medium,2906
BRW-00981,0.5626,Medium Risk,0.4374,Call-center follow-up,Medium,2907
BRW-02122,0.5628,Medium Risk,0.4372,Call-center follow-up,Medium,2908
BRW-04344,0.5629,Medium Risk,0.4371,Call-center follow-up,Medium,2909
BRW-00329,0.5629,Medium Risk,0.4371,Call-center follow-up,Medium,2910
BRW-03102,0.563,Medium Risk,0.437,Call-center follow-up,Medium,2911
BRW-04501,0.5631,Medium Risk,0.4369,Call-center follow-up,Medium,2912
BRW-04355,0.5631,Medium Risk,0.4369,Call-center follow-up,Medium,2913
BRW-04986,0.5631,Medium Risk,0.4369,Call-center follow-up,Medium,2914
BRW-02619,0.5634,Medium Risk,0.4366,Call-center follow-up,Medium,2915
BRW-02689,0.5634,Medium Risk,0.4366,Call-center follow-up,Medium,2916
BRW-04470,0.5635,Medium Risk,0.4365,Call-center follow-up,Medium,2917
BRW-02724,0.5639,Medium Risk,0.4361,Call-center follow-up,Medium,2918
BRW-00907,0.5639,Medium Risk,0.4361,Call-center follow-up,Medium,2919
BRW-02427,0.564,Medium Risk,0.436,Call-center follow-up,Medium,2920
BRW-03522,0.564,Medium Risk,0.436,Call-center follow-up,Medium,2921
BRW-04195,0.564,Medium Risk,0.436,Call-center follow-up,Medium,2922
BRW-01725,0.5641,Medium Risk,0.4359,Call-center follow-up,Medium,2923
BRW-01475,0.5641,Medium Risk,0.4359,Call-center follow-up,Medium,2924
BRW-04229,0.5642,Medium Risk,0.4358,Call-center follow-up,Medium,2925
BRW-00251,0.5642,Medium Risk,0.4358,Call-center follow-up,Medium,2926
BRW-01495,0.5643,Medium Risk,0.4357,Call-center follow-up,Medium,2927
BRW-02080,0.5643,Medium Risk,0.4357,Call-center follow-up,Medium,2928
BRW-04647,0.5644,Medium Risk,0.4356,Call-center follow-up,Medium,2929
BRW-01981,0.5645,Medium Risk,0.4355,Call-center follow-up,Medium,2930
BRW-01741,0.5645,Medium Risk,0.4355,Call-center follow-up,Medium,2931
BRW-04354,0.5645,Medium Risk,0.4355,Call-center follow-up,Medium,2932
BRW-02884,0.5646,Medium Risk,0.4354,Call-center follow-up,Medium,2933
BRW-04520,0.5647,Medium Risk,0.4353,Call-center follow-up,Medium,2934
BRW-00461,0.5647,Medium Risk,0.4353,Call-center follow-up,Medium,2935
BRW-03202,0.5647,Medium Risk,0.4353,Call-center follow-up,Medium,2936
BRW-01268,0.5649,Medium Risk,0.4351,Call-center follow-up,Medium,2937
BRW-00685,0.5649,Medium Risk,0.4351,Call-center follow-up,Medium,2938
BRW-03306,0.5649,Medium Risk,0.4351,Call-center follow-up,Medium,2939
BRW-03921,0.565,Medium Risk,0.435,Call-center follow-up,Medium,2940
BRW-02739,0.565,Medium Risk,0.435,Call-center follow-up,Medium,2941
BRW-02349,0.565,Medium Risk,0.435,Call-center follow-up,Medium,2942
BRW-04223,0.5651,Medium Risk,0.4349,Call-center follow-up,Medium,2943
BRW-02459,0.5651,Medium Risk,0.4349,Call-center follow-up,Medium,2944
BRW-01903,0.5652,Medium Risk,0.4348,Call-center follow-up,Medium,2945
BRW-03626,0.5652,Medium Risk,0.4348,Call-center follow-up,Medium,2946
BRW-03402,0.5652,Medium Risk,0.4348,Call-center follow-up,Medium,2947
BRW-02515,0.5657,Medium Risk,0.4343,Call-center follow-up,Medium,2948
BRW-02746,0.5658,Medium Risk,0.4342,Call-center follow-up,Medium,2949
BRW-01703,0.5659,Medium Risk,0.4341,Call-center follow-up,Medium,2950
BRW-00482,0.566,Medium Risk,0.434,Call-center follow-up,Medium,2951
BRW-02904,0.566,Medium Risk,0.434,Call-center follow-up,Medium,2952
BRW-01134,0.5663,Medium Risk,0.4337,Call-center follow-up,Medium,2953
BRW-01286,0.5663,Medium Risk,0.4337,Call-center follow-up,Medium,2954
BRW-03750,0.5664,Medium Risk,0.4336,Call-center follow-up,Medium,2955
BRW-01360,0.5664,Medium Risk,0.4336,Call-center follow-up,Medium,2956
BRW-01986,0.5665,Medium Risk,0.4335,Call-center follow-up,Medium,2957
BRW-04921,0.5665,Medium Risk,0.4335,Call-center follow-up,Medium,2958
BRW-02780,0.5665,Medium Risk,0.4335,Call-center follow-up,Medium,2959
BRW-01835,0.5665,Medium Risk,0.4335,Call-center follow-up,Medium,2960
BRW-04831,0.5666,Medium Risk,0.4334,Call-center follow-up,Medium,2961
BRW-02719,0.5666,Medium Risk,0.4334,Call-center follow-up,Medium,2962
BRW-00189,0.5666,Medium Risk,0.4334,Call-center follow-up,Medium,2963
BRW-01819,0.5667,Medium Risk,0.4333,Call-center follow-up,Medium,2964
BRW-02022,0.5671,Medium Risk,0.4329,Call-center follow-up,Medium,2965
BRW-01646,0.5672,Medium Risk,0.4328,Call-center follow-up,Medium,2966
BRW-02447,0.5673,Medium Risk,0.4327,Call-center follow-up,Medium,2967
BRW-04506,0.5674,Medium Risk,0.4326,Call-center follow-up,Medium,2968
BRW-00740,0.5675,Medium Risk,0.4325,Call-center follow-up,Medium,2969
BRW-01282,0.5675,Medium Risk,0.4325,Call-center follow-up,Medium,2970
BRW-01563,0.5676,Medium Risk,0.4324,Call-center follow-up,Medium,2971
BRW-00360,0.5677,Medium Risk,0.4323,Call-center follow-up,Medium,2972
BRW-03462,0.5678,Medium Risk,0.4322,Call-center follow-up,Medium,2973
BRW-04347,0.5678,Medium Risk,0.4322,Call-center follow-up,Medium,2974
BRW-04620,0.5679,Medium Risk,0.4321,Call-center follow-up,Medium,2975
BRW-00618,0.5681,Medium Risk,0.4319,Call-center follow-up,Medium,2976
BRW-02289,0.5681,Medium Risk,0.4319,Call-center follow-up,Medium,2977
BRW-00213,0.5681,Medium Risk,0.4319,Call-center follow-up,Medium,2978
BRW-04548,0.5681,Medium Risk,0.4319,Call-center follow-up,Medium,2979
BRW-02356,0.5682,Medium Risk,0.4318,Call-center follow-up,Medium,2980
BRW-03065,0.5682,Medium Risk,0.4318,Call-center follow-up,Medium,2981
BRW-04605,0.5682,Medium Risk,0.4318,Call-center follow-up,Medium,2982
BRW-02449,0.5683,Medium Risk,0.4317,Call-center follow-up,Medium,2983
BRW-03986,0.5684,Medium Risk,0.4316,Call-center follow-up,Medium,2984
BRW-03545,0.5687,Medium Risk,0.4313,Call-center follow-up,Medium,2985
BRW-01645,0.5687,Medium Risk,0.4313,Call-center follow-up,Medium,2986
BRW-00398,0.5689,Medium Risk,0.4311,Call-center follow-up,Medium,2987
BRW-02711,0.5689,Medium Risk,0.4311,Call-center follow-up,Medium,2988
BRW-00370,0.569,Medium Risk,0.431,Call-center follow-up,Medium,2989
BRW-03852,0.569,Medium Risk,0.431,Call-center follow-up,Medium,2990
BRW-02935,0.569,Medium Risk,0.431,Call-center follow-up,Medium,2991
BRW-03109,0.5692,Medium Risk,0.4308,Call-center follow-up,Medium,2992
BRW-04770,0.5693,Medium Risk,0.4307,Call-center follow-up,Medium,2993
BRW-01287,0.5694,Medium Risk,0.4306,Call-center follow-up,Medium,2994
BRW-04596,0.5695,Medium Risk,0.4305,Call-center follow-up,Medium,2995
BRW-02219,0.5695,Medium Risk,0.4305,Call-center follow-up,Medium,2996
BRW-04351,0.5696,Medium Risk,0.4304,Call-center follow-up,Medium,2997
BRW-01665,0.5696,Medium Risk,0.4304,Call-center follow-up,Medium,2998
BRW-02540,0.5697,Medium Risk,0.4303,Call-center follow-up,Medium,2999
BRW-04741,0.5698,Medium Risk,0.4302,Call-center follow-up,Medium,3000
